date,state,cumulative_positive,cumulative_negative,hospitalized_cumulative,cumulative_death,avg_daily_precip,avg_current_tmp,avg_daily_max_tmp,avg_daily_wind_speed,avg_daily_min_tmp,avg_daily_tmp
2020-04-07,NY,138863,201195,36932,5489,0.0118018018,46.8193018018,61.9758108108,9.2148198198,40.1405630631,51.0978153153
2020-04-06,NY,130689,190122,34377,4758,0.0123042506,45.5299328859,61.355458613,9.2803355705,39.3970022371,50.2749217002
2020-04-05,NY,122031,180249,32293,4159,0.0091071429,47.7040401786,61.0142857143,9.19390625,41.6381026786,51.2616294643
2020-04-04,NY,113704,169917,29471,3565,0.0889777778,47.2925777778,59.4189333333,9.2123555556,41.1830666667,50.2999555556
2020-04-03,NY,102863,157657,26210,2935,0.0729119639,46.0490970655,59.2820993228,9.6398645598,40.1670428894,49.6467945824
2020-04-02,NY,92381,146584,22786,2373,0.0063718821,45.0507029478,59.19,9.7348526077,38.8239455782,49.0021995465
2020-04-01,NY,83712,137168,19929,1941,0.0177678571,44.67171875,58.6710491071,9.4256473214,38.96078125,48.6912946429
2020-03-31,NY,75795,129391,17085,1550,0.1812359551,45.7386741573,58.5101797753,8.3996404494,40.6252134831,49.3161348315
2020-03-30,NY,66497,119971,14578,1218,0.1895525727,47.0613422819,60.3720805369,8.4863982103,41.7134228188,50.8063087248
2020-03-29,NY,59513,112847,12695,965,0.4199543379,48.0996575342,59.777716895,8.6862557078,41.3315296804,50.7242009132
2020-03-28,NY,52318,103616,10454,728,0.0507746479,45.6068075117,59.8809624413,8.411314554,39.0277464789,49.5242723005
2020-03-27,NY,44635,101118,8732,519,0.0291324201,46.281369863,61.8094977169,8.3864840183,39.595913242,50.7401598174
2020-03-26,NY,37258,84846,6921,385,0.0077083333,45.2677777778,59.6547453704,8.5307407407,38.7034953704,49.2475
2020-07-15,OH,69311,993312,9209,3075,0.001372549,55.6374509804,71.9785947712,5.4545098039,49.8098366013,60.8600326797
2020-07-14,OH,67995,975754,9049,3069,0.0014381271,55.1001003344,71.3035117057,5.2589297659,49.4112374582,60.314916388
2020-07-13,OH,66853,957898,8915,3064,0.13825,54.898625,70.5695,5.4043125,49.601125,60.0605
2020-07-12,OH,65592,940794,8842,3058,0.0716233766,55.3358441558,71.1054220779,5.3869480519,50.3193831169,60.6359090909
2020-07-11,OH,64214,918821,8770,3036,0.3905607477,55.8736137072,71.5633956386,5.8607476636,50.677165109,61.091152648
2020-07-10,OH,62856,896697,8701,3032,0.1591205212,56.6991530945,72.7902605863,5.6970032573,51.5922801303,62.0998045603
2020-07-09,OH,61331,855071,8570,3006,0.0704290429,56.7619471947,72.938349835,5.2857425743,51.1908580858,62.031980198
2020-07-08,OH,60181,855071,8489,2991,0.2668454259,56.2476656151,72.8165299685,5.2841324921,50.9412302839,61.7394952681
2020-07-07,OH,58904,837581,8383,2970,0.1084768212,56.6471523179,73.1706622517,5.3932781457,51.2941390728,62.1124834437
2020-07-06,OH,57956,823456,8249,2927,0.0174,56.6657,73.3122,5.2742,50.8857666667,62.0261
2020-07-05,OH,57151,811611,8172,2911,0.0111036789,56.2564882943,72.7915050167,5.2497324415,50.324180602,61.5192307692
2020-07-04,OH,56183,792187,8111,2907,0.0045182724,56.4156810631,72.4762458472,5.3468438538,50.5682724252,61.5443853821
2020-07-03,OH,55257,772900,8084,2903,0.0017333333,56.1116666667,72.4272666667,5.2816666667,50.1733333333,61.2937666667
2020-07-02,OH,54166,739140,8038,2903,0.0013513514,55.3232432432,71.6013851351,5.3241216216,49.7005743243,60.5905743243
2020-07-01,OH,52865,739140,7911,2876,0.064852459,55.476852459,71.5727868852,5.4507540984,50.0846229508,60.7626229508
2020-06-30,OH,51789,736140,7839,2863,0.0591346154,56.0066346154,72.0033974359,6.6904166667,50.5503205128,61.2429807692
2020-06-29,OH,51046,723336,7746,2818,0.0871974522,56.0261464968,71.5311146497,6.5825159236,50.7102866242,61.1396496815
2020-06-28,OH,50309,706456,7681,2807,0.2027160494,56.3077777778,70.8619753086,6.7329012346,51.1571296296,61.1504012346
2020-06-27,OH,49455,695384,7624,2804,0.2541065831,56.3798746082,70.9887147335,7.1367711599,50.7831034483,61.0876802508
2020-06-26,OH,48638,672914,7570,2788,0.0594370861,55.2990728477,71.033410596,6.9192715232,49.4128145695,60.2843046358
2020-06-25,OH,47651,651979,7502,2772,0.0144295302,54.2412080537,70.1660402685,6.8408724832,48.6764765101,59.3895637584
2020-06-24,OH,46759,633928,7447,2755,0.1856426332,54.0410658307,69.4765203762,6.8828213166,48.8262382445,59.1373040752
2020-06-23,OH,46127,624310,7379,2735,0.342202381,54.9788988095,70.0675892857,7.1493154762,49.755327381,59.9641369048
2020-06-22,OH,45537,614064,7292,2704,0.444622093,55.494244186,71.0893313953,6.7277906977,50.3407848837,60.688255814
2020-06-21,OH,44808,598413,7242,2700,0.0457615894,56.31,72.3518211921,6.7909271523,50.4986754967,61.4431788079
2020-06-20,OH,44262,585703,7201,2697,0.0333666667,55.3032666667,71.9407666667,6.5712666667,49.8131333333,60.7417666667
2020-06-19,OH,43731,572305,7167,2667,0.12778125,54.88671875,70.70746875,6.60028125,49.45840625,60.055375
2020-06-18,OH,43122,556902,7104,2633,0.0305647841,54.7685049834,70.3998671096,6.6844186047,49.1507641196,59.8034883721
2020-06-17,OH,42422,542141,7051,2611,0.0015460526,54.2050657895,70.3523684211,6.7511842105,48.4039802632,59.34875
2020-06-16,OH,42010,526123,7007,2597,0.0007540984,53.7176393443,69.7587868852,6.6950819672,48.0237377049,58.8544262295
2020-06-15,OH,41576,515592,6948,2573,0.0221935484,53.3957096774,68.6652903226,6.868,47.6147741935,58.2280322581
2020-06-14,OH,41148,505072,6895,2557,0.0430063291,52.5482911392,68.1662025316,7.0507278481,47.061835443,57.5925
2020-06-13,OH,40848,498050,6864,2554,0.1193015873,53.0563809524,68.9440634921,6.9858412698,47.8506349206,58.2995873016
2020-06-12,OH,40424,483294,6814,2508,0.0055442177,54.1140816327,70.0161564626,6.8777891156,48.3876530612,59.1965646259
2020-06-11,OH,40004,472579,6753,2490,0.3222619048,54.5247321429,71.0033630952,7.1304464286,49.1778869048,59.9464880952
2020-06-10,OH,39575,462309,6693,2457,0.1153605016,57.1720062696,72.465015674,7.4738871473,50.5985579937,61.7912225705
2020-06-09,OH,39162,451228,6620,2421,0.0077887789,55.2429372937,71.8450825083,6.974950495,48.8640264026,60.3598679868
2020-06-08,OH,38837,437981,6550,2404,0.0014915254,54.1929152542,70.6227118644,6.6768135593,48.2490169492,59.3854915254
2020-06-07,OH,38476,430548,6497,2377,0.0023127036,54.4346254072,70.9841042345,6.7914332248,48.5378827362,59.6887947883
2020-06-06,OH,38111,420415,6460,2370,0.033257329,56.1869055375,71.5790553746,6.8864169381,50.5571335505,61.1543322476
2020-06-05,OH,37758,408437,6385,2355,0.2636697248,55.8495107034,71.2836391437,6.6944648318,50.575351682,60.9500917431
2020-06-04,OH,37282,399969,6312,2339,0.2385488959,55.2126182965,71.101829653,6.7793059937,50.1567507886,60.5390536278
2020-06-03,OH,36792,389313,6251,2299,0.006910299,56.6799335548,72.0310963455,7.1698006645,50.2628239203,61.3666112957
2020-06-02,OH,36350,373558,6176,2258,0.0113548387,54.5624193548,70.2122580645,7.2296774194,47.3672580645,59.0533548387
2020-06-01,OH,35984,362082,6112,2206,0.0035855263,51.4108552632,67.7714473684,6.7046052632,45.1574013158,56.4321052632
2020-05-31,OH,35513,355395,6049,2155,0.0035670732,52.1500609756,67.5636890244,8.1246341463,46.607195122,57.0972560976
2020-05-30,OH,35034,346913,6011,2149,0.3207758621,53.2702873563,68.8439367816,8.1923275862,48.0620402299,58.4057471264
2020-05-29,OH,34566,335324,5947,2131,0.1353295129,55.2452722063,70.1757020057,8.2098280802,49.888252149,60.1324641834
2020-05-28,OH,33915,326097,5811,2098,0.1948255814,55.42875,70.8443313953,8.1721511628,50.577122093,60.6635755814
2020-05-27,OH,33439,316286,5700,2044,0.0323053892,56.1270658683,71.8017365269,8.1187724551,50.9048802395,61.3338922156
2020-05-26,OH,33006,306394,5579,2002,0.111754386,55.9048538012,72.1022807018,7.9835380117,50.2871637427,61.1538596491
2020-05-25,OH,32477,297857,5511,1987,0.0231212121,56.1046666667,72.1285151515,7.938030303,50.4525757576,61.2837575758
2020-05-24,OH,31911,292642,5476,1969,0.0849852507,55.681120944,70.9166961652,8.0435693215,49.3281120944,60.335339233
2020-05-23,OH,31408,285086,5437,1956,0.093641791,53.8651940299,68.9289850746,7.8445074627,48.1126268657,58.6420298507
2020-05-22,OH,30794,277006,5379,1872,0.168739255,53.2804011461,67.1818338109,7.8457593123,48.0994555874,57.8410601719
2020-05-21,OH,30167,268911,5295,1836,0.1385714286,52.393819242,66.1837900875,8.2326239067,47.0502623907,56.8465889213
2020-05-20,OH,29436,260092,5198,1781,0.4747222222,51.5195833333,66.0847777778,8.4205,46.7233055556,56.4207222222
2020-05-19,OH,28952,248650,5117,1720,1.6711891892,53.2555675676,67.8162972973,8.5102972973,48.3682432432,58.1483783784
2020-05-18,OH,28454,243395,4998,1657,0.2604432133,54.5712188366,69.1918559557,8.2327700831,49.1452908587,59.3167036011
2020-05-17,OH,27923,236539,4921,1625,0.0400295858,54.0584615385,69.3192011834,8.1336390533,48.7008284024,59.0438461538
2020-05-16,OH,27474,219228,4870,1610,0.3642937853,53.4137288136,68.9033050847,8.0221186441,48.0453954802,58.4663559322
2020-05-15,OH,26954,219228,4791,1581,0.3751412429,54.0965819209,68.8780225989,8.3252824859,47.7298022599,58.5649717514
2020-05-14,OH,26357,206995,4718,1534,0.0725816024,52.068189911,67.5694065282,8.2417210682,44.9855489614,56.510652819
2020-05-13,OH,25721,200133,4618,1483,0.0006790123,49.084691358,65.4616358025,7.944691358,42.6706481481,54.0225308642
2020-05-12,OH,25250,192481,4539,1436,0.0125225225,48.3813813814,63.0256456456,8.1540540541,42.5282282282,52.8984984985
2020-05-11,OH,24777,185753,4413,1357,0.2178470255,48.448470255,64.2342776204,8.4259773371,43.508470255,53.682407932
2020-05-10,OH,24081,180781,4351,1341,0.0292944785,49.1945705521,64.095797546,8.508404908,42.6789570552,53.5831288344
2020-05-09,OH,23697,172973,4300,1331,0.148914956,47.2593255132,62.9320234604,8.3955131965,41.8115835777,52.2605865103
2020-05-08,OH,23016,161300,4218,1306,0.0406306306,49.8907507508,65.3085585586,8.3952252252,43.1735735736,54.3997897898
2020-05-07,OH,22131,153928,4140,1271,0.0035384615,49.1666461538,65.6297538462,8.3887692308,42.9413846154,54.2012923077
2020-05-06,OH,21576,147353,4052,1225,0.0716369048,49.2620535714,64.0766666667,8.3116964286,44.1287202381,54.1011309524
2020-05-05,OH,20969,139766,3956,1135,0.0220972644,49.4297264438,64.7320364742,8.3804559271,44.6684802432,54.5707598784
2020-05-04,OH,20474,134681,3809,1056,0.0884662577,50.605,67.2508588957,8.2290184049,45.3292944785,56.0537116564
2020-05-03,OH,19914,130252,3769,1038,0.1909649123,53.7914619883,69.3775438596,8.1895906433,47.2012865497,58.4590643275
2020-05-02,OH,19335,126484,3712,1021,0.0083435583,52.0930368098,67.3841411043,8.4081288344,45.5378220859,56.6454601227
2020-05-01,OH,18743,121763,3634,1002,0.0882848837,50.3526744186,64.5206686047,8.1663372093,45.5048546512,55.0803197674
2020-04-30,OH,18027,115863,3533,975,0.2431903485,50.7085522788,66.1310723861,9.1513941019,46.0771581769,55.9548257373
2020-04-29,OH,17303,111605,3421,937,0.0760869565,53.3951086957,68.235326087,9.3041304348,47.3259782609,57.9771467391
2020-04-28,OH,16128,106578,3340,799,0.0595912807,52.2019891008,66.9773841962,9.0391553134,45.1131880109,56.3904632153
2020-04-27,OH,15699,103692,3232,753,0.2173424658,49.1639452055,64.6684931507,8.8281643836,43.1596986301,53.9403287671
2020-04-26,OH,15963,100423,3178,728,0.4227445652,50.2898913043,65.3085869565,9.3783152174,44.8913043478,55.1227445652
2020-04-25,OH,15587,96396,3115,711,0.018625731,50.6073099415,66.1161988304,9.0398830409,45.0538888889,55.562251462
2020-04-24,OH,15169,92528,3053,690,0.2067679558,50.7690331492,65.179281768,8.9335635359,45.2203867403,55.344198895
2020-04-23,OH,14694,88183,2960,656,0.0457222222,49.8375277778,64.2565,8.9158055556,43.1446111111,54.0049722222
2020-04-22,OH,14117,84389,2882,610,0.0056772334,47.0772622478,62.8939193084,8.845648415,40.8531412104,51.8566282421
2020-04-21,OH,13725,80989,2779,557,0.0338764045,49.6600280899,64.7711235955,9.5411235955,43.2157022472,54.1531741573
2020-04-20,OH,12919,77920,2653,509,0.0086285714,48.7553142857,65.0568285714,8.951,42.7186285714,53.7929714286
2020-04-19,OH,11602,75697,2565,471,0.0038416422,48.9231378299,63.7645454545,9.1288269795,42.7512609971,53.4059530792
2020-04-18,OH,10222,68819,2519,451,0.3109641873,47.6796418733,62.3710743802,9.1024793388,42.4344903581,52.4141046832
2020-04-17,OH,9107,68819,2424,418,0.0621407625,47.3139882698,61.1702346041,8.9162756598,41.3771554252,51.5112316716
2020-04-16,OH,8414,66426,2331,389,0.0509550562,45.9875842697,61.8348033708,9.0494662921,40.388005618,50.9787078652
2020-04-15,OH,7791,63761,2237,361,0.0100291545,45.4887463557,61.186909621,9.0839358601,40.2848396501,50.5580758017
2020-04-14,OH,7280,60721,2156,324,0.0952873563,47.0576149425,62.8042528736,9.0429597701,42.0560632184,52.2366091954
2020-04-13,OH,6975,58137,2033,274,0.4379840849,51.72066313,65.9274535809,9.4191246684,45.080265252,55.8591511936
2020-04-12,OH,6604,56639,1948,253,0.059859944,51.0790196078,65.4392717087,9.0958263305,44.026442577,55.1187114846
2020-04-11,OH,6250,54221,1859,247,0.0037068966,47.8493678161,62.5952873563,8.8906321839,41.608045977,52.259454023
2020-04-10,OH,5878,52695,1755,231,0.0355922865,47.2186225895,62.3812947658,9.3951239669,42.4543526171,52.2782093664
2020-04-09,OH,5512,50473,1612,213,0.2594736842,50.2689473684,66.7557105263,9.5416315789,45.0391842105,55.6732368421
2020-04-08,OH,5148,48193,1495,193,0.5859259259,53.1421957672,68.6964285714,8.9349470899,47.2972222222,58.0478835979
2020-04-07,OH,4782,46056,1354,167,0.1849041096,52.3413972603,67.7809863014,8.953890411,44.7969589041,56.6057260274
2020-04-06,OH,4450,43928,1214,142,0.0197435897,48.7482336182,65.0270655271,8.6568660969,42.7418518519,53.7885470085
2020-04-05,OH,4043,39713,1104,119,0.0387572254,50.2519075145,65.7440751445,8.9123699422,44.0755202312,54.9795086705
2020-04-04,OH,3739,38132,1006,102,0.0017058824,49.4568529412,66.6845,8.6763529412,42.9011764706,54.6480588235
2020-04-03,OH,3312,35063,895,91,0.0010526316,48.3983040936,65.2453216374,8.7667836257,42.3371052632,53.6129824561
2020-04-02,OH,2902,32016,802,81,0.0076231884,48.0585217391,63.3878550725,8.8794782609,42.5245217391,52.9209565217
2020-04-01,OH,2547,26992,679,65,0.0270538244,48.7975637394,61.8407082153,8.9987818697,43.9590084986,53.112917847
2020-03-31,OH,2199,26992,585,55,0.0185507246,48.1033623188,61.9016521739,8.8466666667,43.7052753623,52.8255362319
2020-03-30,OH,1933,25342,475,39,0.0169794721,50.1345454545,65.9315542522,9.4165395894,45.5201466276,55.5093548387
2020-03-29,OH,1653,19012,403,29,0.7965479452,54.1229589041,68.1041369863,9.6983013699,47.8376164384,58.3400273973
2020-03-28,OH,1406,19012,344,25,0.4733239437,52.4621690141,66.0332394366,8.9290985915,46.5534366197,56.6429859155
2020-03-27,OH,1137,19012,276,19,0.1582253521,50.7688450704,65.8266760563,8.9405915493,45.2263661972,55.5722253521
2020-03-26,OH,867,16449,223,15,0.0180530973,50.1272566372,65.9202949853,9.0345427729,43.8909439528,54.9374631268
2020-07-15,SC,62245,463738,3744,998,0.0388036117,64.5165462754,80.6816252822,4.207020316,58.9408803612,69.3039051919
2020-07-14,SC,60389,457092,3744,993,0.0855275229,64.3245642202,80.6814908257,4.1778899083,58.8687844037,69.2309174312
2020-07-13,SC,58168,448933,3398,972,0.0456979405,64.3721052632,80.4974141876,4.1979405034,58.9308237986,69.1816018307
2020-07-12,SC,56648,435860,3398,961,0.029124424,64.3573271889,80.5197926267,4.1855529954,58.6819124424,69.1232488479
2020-07-11,SC,54699,433391,3398,951,0.182989011,64.3927252747,80.4495164835,4.1955164835,58.898043956,69.1585934066
2020-07-10,SC,52419,422816,3398,929,0.1290178571,64.2757142857,80.0197544643,4.1844866071,58.9310491071,68.9500446429
2020-07-09,SC,50691,413074,3090,905,0.1683511777,63.9805781585,79.5673233405,4.2200428266,58.8562955032,68.6535760171
2020-07-08,SC,48909,404931,3090,884,0.7676687117,63.9119222904,79.0317382413,4.2196319018,58.7775255624,68.3850306748
2020-07-07,SC,47352,397939,3090,846,0.7413306452,63.7389919355,79.0813709677,4.2283669355,58.6769556452,68.3311895161
2020-07-06,SC,46380,393477,2882,827,0.0729580574,63.9020750552,79.9910154525,4.2216335541,58.6456953642,68.7584547461
2020-07-05,SC,44847,385962,2882,820,0.0097857143,64.3563095238,80.5313809524,4.208,58.7492142857,69.1450952381
2020-07-04,SC,43386,377307,2882,813,0.0164903846,64.4958653846,80.5624759615,4.1725480769,58.8973798077,69.2360336538
2020-07-03,SC,41532,367500,2882,793,0.0676388889,64.3301851852,80.3690972222,4.1704398148,58.808912037,69.0836342593
2020-07-02,SC,39701,361700,2854,784,0.144812362,64.1375055188,80.0613245033,4.204392936,58.8353863135,68.90401766
2020-07-01,SC,37919,351953,2854,766,0.2992719486,63.9841327623,80.1328479657,4.1735974304,58.8320985011,68.8901070664
2020-06-30,SC,36399,344173,2854,739,0.1081818182,64.150443459,80.2999778271,6.3248337029,58.8120842572,69.0037250554
2020-06-29,SC,34644,334661,2622,720,0.2187157895,64.2950315789,80.3618315789,6.3729052632,58.8675157895,69.0855157895
2020-06-28,SC,33320,326482,2622,716,0.1185840708,63.967699115,79.9142920354,6.4517035398,58.5550442478,68.721039823
2020-06-27,SC,31939,319225,2622,711,0.0711238532,63.8525688073,79.8259174312,6.4533944954,58.5751605505,68.6557568807
2020-06-26,SC,30335,304336,2622,694,0.2086577181,64.0048098434,79.6238255034,6.3782550336,58.4789932886,68.5880536913
2020-06-25,SC,29022,304336,2377,693,0.6461618257,63.4917634855,79.434439834,6.4065352697,58.3054149378,68.3167427386
2020-06-24,SC,27897,290311,2377,683,0.3470731707,63.6300406504,79.493902439,6.3748373984,58.3875,68.4025203252
2020-06-23,SC,26613,282638,2377,673,0.1080659341,63.8276703297,79.9807472527,6.4464175824,58.505956044,68.6971868132
2020-06-22,SC,25701,278179,2294,659,0.0514442013,63.9139606127,80.2684901532,6.398643326,58.41,68.820131291
2020-06-21,SC,24693,277974,2294,653,0.1504867257,63.6929867257,79.9834734513,6.3274557522,57.9678097345,68.5222345133
2020-06-20,SC,23786,272463,2294,644,0.2616352201,62.9604192872,79.4853039832,6.3129350105,57.5664570231,67.9982809224
2020-06-19,SC,22631,265669,2294,639,0.1636786469,63.1265116279,78.7766596195,6.3164904863,57.6488160677,67.7636363636
2020-06-18,SC,21548,258975,2055,621,0.11,62.6542857143,77.8586567164,6.3287420043,57.1106396588,67.0991471215
2020-06-17,SC,20556,252198,2055,617,0.0489587852,62.0223210412,76.8988503254,6.3335357918,56.9486117137,66.4676355748
2020-06-16,SC,19990,247689,2055,607,0.0812633833,61.9258244111,77.0563383298,6.487987152,57.0114561028,66.5237259101
2020-06-15,SC,19378,236179,1988,602,0.3650625,62.4660833333,78.1666666667,6.4975,57.3414375,67.2364375
2020-06-14,SC,18795,229541,1988,600,0.0205617978,63.003505618,78.9108764045,6.4295505618,57.519752809,67.753011236
2020-06-13,SC,17955,223951,1988,599,0.1758482143,63.3292410714,79.1823883929,6.4078125,57.8725669643,68.0519196429
2020-06-12,SC,17170,218889,1988,593,0.2906828194,63.7364317181,79.5521145374,6.39969163,58.5073348018,68.4883480176
2020-06-11,SC,16441,213616,1898,588,0.384969697,63.9442828283,79.539010101,6.3884848485,58.7527272727,68.6046262626
2020-06-10,SC,15759,236773,1898,575,0.2112708333,63.9032083333,79.73425,6.4252708333,58.6263125,68.6441041667
2020-06-09,SC,15228,232754,1898,568,0.1640043764,64.1279649891,79.6907221007,6.3462582057,58.9280306346,68.7666739606
2020-06-08,SC,14800,229861,1814,557,0.0276643991,63.981723356,79.677845805,6.3076417234,58.6729931973,68.65430839
2020-06-07,SC,14286,223573,1814,546,0.0432885906,63.965458613,79.681901566,6.3663087248,58.5773378076,68.6267337808
2020-06-06,SC,13916,218828,1814,545,0.1101508621,63.8885344828,79.6518103448,6.3719827586,58.5080818966,68.5744181034
2020-06-05,SC,13453,217846,1814,538,0.1075,63.6281458333,79.5487083333,6.4140833333,58.3300625,68.41075
2020-06-04,SC,13005,217846,1789,525,0.0120181406,63.5951247166,79.7187981859,6.4035600907,58.1935827664,68.439047619
2020-06-03,SC,12651,210274,1789,518,0.0052232143,63.3749330357,79.3408705357,6.46921875,57.4186160714,68.0165848214
2020-06-02,SC,12415,206362,1789,501,0.0040043764,62.6504814004,78.8221006565,6.4015754923,56.8651422319,67.4472647702
2020-06-01,SC,12148,192540,1634,500,0.0332826087,62.5701086957,78.7507826087,6.359673913,57.1193478261,67.4588913043
2020-05-31,SC,11861,188355,1634,494,0.0863948498,63.5034120172,79.4408798283,6.1240128755,58.1147424893,68.2739914163
2020-05-30,SC,11394,178125,1634,487,0.65922,63.75132,79.29766,6.06022,58.4624,68.3723
2020-05-29,SC,11131,177126,1634,483,0.2596626984,63.8206150794,79.2970238095,6.1041666667,58.5125793651,68.4046428571
2020-05-28,SC,10788,171461,1618,470,0.609921875,63.6293359375,78.312109375,6.0910546875,58.2907617188,67.8724023438
2020-05-27,SC,10623,165060,1618,466,0.359566075,63.2698422091,77.7877712032,6.1646745562,58.2492504931,67.535443787
2020-05-26,SC,10416,162318,1618,446,0.2693592233,63.1310485437,78.3781941748,6.1618640777,58.160407767,67.725592233
2020-05-25,SC,10178,155842,1534,440,0.2509072978,63.3802761341,79.4662721893,6.121025641,58.1999408284,68.2717554241
2020-05-24,SC,10096,153851,1534,435,0.0280444444,63.6286222222,79.9394666667,6.0555333333,58.1167333333,68.5232
2020-05-23,SC,9895,149015,1534,425,0.4977011494,63.2624329502,79.0492337165,6.1005747126,57.4061302682,67.8566666667
2020-05-22,SC,9638,140385,1534,419,0.1721399177,62.3424691358,78.3324074074,6.06218107,57.0366049383,67.1940740741
2020-05-21,SC,9175,129063,1444,407,0.9415514019,62.1963925234,76.8708971963,6.1017383178,56.7696635514,66.4594392523
2020-05-20,SC,9056,126007,1444,399,0.9591493384,61.7061436673,77.4364461248,6.2081285444,56.7574858223,66.5586200378
2020-05-19,SC,9056,126007,1444,399,1.2782075472,62.8024528302,78.313509434,6.1661509434,57.6367735849,67.470490566
2020-05-18,SC,8942,122617,1421,391,0.1325360825,63.1169484536,78.9351958763,6.0869690722,57.6643092784,67.8328041237
2020-05-17,SC,8816,111670,1421,380,0.006967033,63.0686593407,79.3351868132,6.1098241758,57.126043956,67.8521978022
2020-05-16,SC,8407,101209,1421,380,0.0057268722,62.6444273128,79.0173348018,6.0507268722,56.6312114537,67.4689427313
2020-05-15,SC,8407,101209,1421,380,0.0061373391,62.489248927,78.7096351931,6.0826824034,56.4033690987,67.2350858369
2020-05-14,SC,8189,94346,1338,371,0.0057173448,61.8755246253,77.9943683084,6.0923982869,55.8435331906,66.6114561028
2020-05-13,SC,7927,85213,1338,355,0.0053974895,60.9856903766,77.0720292887,6.0583891213,54.8216527197,65.7025104603
2020-05-12,SC,7927,85213,1338,355,0.0060337553,59.8774050633,76.9234599156,6.0797046414,54.0181434599,65.1181434599
2020-05-11,SC,7653,76804,1252,331,0.0088747346,60.9347346072,77.2199150743,6.1766666667,54.6422292994,65.7052653928
2020-05-10,SC,7653,76804,1252,331,0.0072746781,60.0269742489,76.5581974249,6.1043347639,53.8587124464,64.963776824
2020-05-09,SC,7531,73432,1252,330,0.0648692153,60.0414285714,76.4728772636,6.1147484909,54.2546478873,65.0327364185
2020-05-08,SC,7142,66300,1152,316,0.0099375,60.1721666667,76.6429583333,6.147625,54.2164583333,65.1328125
2020-05-07,SC,6936,70546,1152,305,0.0227385892,59.918526971,77.2595020747,6.1280497925,54.1495020747,65.3071576763
2020-05-06,SC,6936,70546,1152,305,0.3123772102,61.9645776031,78.5885068762,6.2216502947,56.4088605108,67.0354027505
2020-05-05,SC,6757,61014,1110,283,0.3950769231,62.7859615385,79.3708653846,6.1438269231,57.4385961538,67.8670769231
2020-05-04,SC,6626,57562,1110,275,0.0090149893,63.4523768737,79.686745182,6.1384154176,57.0685010707,68.0968094218
2020-05-03,SC,6626,57562,1110,275,0.0067241379,62.2643534483,78.8153663793,6.2040732759,55.7381034483,67.0459698276
2020-05-02,SC,6489,55127,1110,267,0.0069083156,60.8920255864,77.7353944563,6.0715138593,54.7210021322,65.9337313433
2020-05-01,SC,6258,53121,1110,256,0.1055186722,60.931846473,77.0107053942,6.1582572614,55.2209751037,65.7632987552
2020-04-30,SC,6095,50417,1000,244,1.2985225225,61.4890810811,77.9148648649,7.4064684685,56.2095675676,66.5612972973
2020-04-29,SC,5881,48336,1000,203,0.0376617954,62.1185386221,78.3007933194,7.4791858038,55.5695824635,66.7412317328
2020-04-28,SC,5613,46532,944,177,0.0061016949,60.4697881356,77.7422881356,7.3027966102,54.2973728814,65.7081355932
2020-04-27,SC,5490,45271,944,174,0.007406639,60.4941493776,77.4858091286,7.3452489627,54.8542323651,65.7479045643
2020-04-26,SC,5490,45271,944,174,0.0948170732,61.9540447154,77.8907723577,7.5101219512,56.3181300813,66.7108739837
2020-04-25,SC,5253,43761,944,166,0.0105907173,61.9515189873,78.1511181435,7.3408016878,56.1340295359,66.7743459916
2020-04-24,SC,4917,39546,837,150,0.9109306569,62.428850365,77.0908029197,7.3915328467,56.5421532847,66.5612591241
2020-04-23,SC,4917,39546,837,150,0.196183953,61.3127984344,77.0100195695,7.3513502935,55.6430332681,65.9791780822
2020-04-22,SC,4761,38350,837,140,0.0064529915,60.5452777778,77.7173717949,7.2932264957,54.6719017094,65.8148504274
2020-04-21,SC,4439,36838,776,124,0.1123921569,60.7976666667,77.2882352941,7.409254902,54.9196078431,65.7666470588
2020-04-20,SC,4377,36103,776,120,1.026149635,61.4254744526,76.4187591241,7.3262591241,55.4481934307,65.708649635
2020-04-19,SC,4377,36103,776,120,0.0461041667,60.0639791667,77.2191458333,7.271625,54.4674583333,65.4126041667
2020-04-18,SC,4246,34587,776,119,0.0580722892,62.1517670683,77.5835542169,7.3884337349,54.9197791165,66.277751004
2020-04-17,SC,3931,32353,675,109,0.0062054507,59.7921383648,76.8092033543,7.333836478,53.585115304,64.9342348008
2020-04-16,SC,3656,31077,675,107,0.1436895161,59.4975604839,75.8934274194,7.2712701613,53.7074193548,64.4903024194
2020-04-15,SC,3656,31077,675,107,0.0923140496,60.581322314,77.717231405,7.3633471074,55.2845454545,65.9818181818
2020-04-14,SC,3553,30319,675,97,0.3362680412,61.4509896907,78.4627010309,7.3181649485,55.6819175258,66.6494845361
2020-04-13,SC,3319,28106,496,82,1.3936909091,62.9189818182,77.8374,7.4906,56.2949454545,66.9564545455
2020-04-12,SC,3319,28106,496,82,0.0405371901,60.858285124,77.0683264463,7.3905785124,54.1458057851,65.4916115702
2020-04-11,SC,3207,26886,496,80,0.0063975155,59.2136438923,76.3759213251,7.2832298137,53.0554865424,64.4488612836
2020-04-10,SC,3065,25118,496,72,0.0067567568,61.090997921,78.4105821206,7.3973180873,55.5254677755,66.4847609148
2020-04-09,SC,2792,24575,241,67,0.0620436508,63.1097619048,79.390515873,7.4870436508,57.5520634921,67.9965079365
