date,state,cumulative_positive,cumulative_negative,hospitalized_cumulative,cumulative_death,avg_daily_precip,avg_current_tmp,avg_daily_max_tmp,avg_daily_wind_speed,avg_daily_min_tmp,avg_daily_tmp
2020-04-08,SC,2552,22082,241,63,0.010661157,62.8412809917,79.2644008264,7.4003305785,57.0366735537,67.734338843
2020-04-07,SC,2417,21263,241,51,0.0200609756,62.2776626016,79.0803658537,7.389695122,56.437398374,67.3420934959
2020-04-06,SC,2049,16927,241,44,0.0164897959,61.4489591837,78.4245306122,7.3345510204,55.6805510204,66.632244898
2020-04-05,SC,2049,16927,241,44,0.0074004193,61.1393710692,78.0047798742,7.2837316562,55.3960167715,66.2919077568
2020-04-04,SC,1917,16397,241,40,0.0068619247,60.8573849372,77.9408786611,7.2590585774,54.4885774059,65.9521757322
2020-04-03,SC,1554,5441,241,31,0.0057231405,59.5817768595,76.8742355372,7.2843595041,53.5243801653,64.8866115702
2020-04-02,SC,1554,5441,241,31,0.0069151139,59.0495238095,75.6415320911,7.2985300207,53.4267908903,64.1833333333
2020-04-01,SC,1293,5033,102,26,0.2899263352,59.8280662983,75.967679558,7.3601289134,54.6124493554,64.8476979742
2020-03-31,SC,1083,4616,102,22,0.0215384615,61.2431185031,77.6637006237,6.5701663202,56.1176507277,66.3603742204
2020-03-30,SC,925,4160,102,18,0.0054122622,62.3182663848,79.0578646934,6.5241649049,56.8974841438,67.4617336152
2020-03-29,SC,774,3015,102,16,0.0045202559,63.3419189765,79.5479104478,6.66554371,57.7198081023,68.172771855
2020-03-28,SC,539,2408,102,13,0.005105042,62.9899369748,79.5149579832,6.6310294118,57.1186764706,67.9047058824
2020-03-27,SC,456,2307,102,9,0.004556962,62.1131223629,77.7391561181,6.5973839662,55.785443038,66.555
2020-03-26,SC,456,2307,102,9,0.0104831933,60.4983613445,77.1988445378,6.5243067227,55.3692226891,65.7584033613
2020-07-15,TN,69061,1028612,3434,783,0.0092370572,62.1619891008,78.7261580381,3.8141144414,56.0264850136,66.9179836512
2020-07-14,TN,66788,1005100,3378,767,0.0079674797,61.4451761518,78.1321138211,3.7727913279,55.6728455285,66.3664498645
2020-07-13,TN,65274,988687,3284,749,0.3780939948,61.2498172324,77.2950391645,3.797154047,55.7803655352,65.9998955614
2020-07-12,TN,61960,956055,3250,741,0.5350673854,60.8859299191,77.4167115903,3.8495687332,55.6222371968,65.8961455526
2020-07-11,TN,61006,946108,3193,738,0.0258073654,61.7562322946,78.0382436261,3.8330028329,55.7709915014,66.4489235127
2020-07-10,TN,59546,935029,3146,723,0.0861369863,62.426739726,78.2863013699,3.847260274,56.8972054795,67.0579178082
2020-07-09,TN,57591,915123,3088,710,0.12528,61.9358666667,78.0646666667,3.7786133333,56.5915733333,66.7375466667
2020-07-08,TN,55986,894973,3023,685,0.09504,61.9075466667,77.906,3.7774133333,56.6526933333,66.6817066667
2020-07-07,TN,53514,867685,2950,665,0.0721798365,62.0223705722,77.8573024523,3.7750953678,56.720653951,66.7152316076
2020-07-06,TN,52155,852463,2897,653,0.1658530184,61.7993963255,78.02167979,3.7924409449,56.4403412073,66.6378215223
2020-07-05,TN,51431,844735,2871,646,0.0635833333,62.2487777778,78.56875,3.7764444444,56.90875,67.1211388889
2020-07-04,TN,50140,828464,2860,637,0.016713881,62.2959206799,78.6052124646,3.7677620397,56.3650991501,67.0018696884
2020-07-03,TN,48712,813777,2825,633,0.0168169014,62.1051830986,78.0591549296,3.7767605634,56.2002253521,66.6795211268
2020-07-02,TN,46890,791564,2775,620,0.1686472149,61.4443501326,76.6848275862,3.79,56.1040318302,65.9011405836
2020-07-01,TN,45315,772571,2715,609,0.889742268,60.9562113402,76.1340206186,3.8075257732,56.2654639175,65.5762628866
2020-06-30,TN,43509,749618,2665,604,0.454744898,61.3935459184,77.2474489796,5.3229846939,56.6535714286,66.2621938776
2020-06-29,TN,42297,734909,2599,592,0.2762239583,61.689453125,77.7371875,5.3272916667,56.8405208333,66.5993229167
2020-06-28,TN,40172,708381,2564,584,0.2307297297,62.4100540541,76.6540540541,5.3908648649,57.0055675676,66.4251891892
2020-06-27,TN,40172,708381,2564,584,0.0659888579,61.5726183844,76.1180779944,5.4123398329,56.1471587744,65.7233983287
2020-06-26,TN,39444,702588,2498,577,0.019,60.9274722222,76.7930555556,5.3711388889,55.5055555556,65.62575
2020-06-25,TN,38034,689515,2431,567,0.1172972973,61.0941081081,76.5,5.3117027027,55.7254054054,65.618
2020-06-24,TN,37235,681069,2386,556,0.1215322581,60.6284946237,76.4032258065,5.296827957,55.4746236559,65.3703225806
2020-06-23,TN,36303,669116,2336,542,0.4787080103,61.6534366925,76.7202842377,5.3683979328,56.3580620155,66.0475193798
2020-06-22,TN,35553,664552,2301,531,0.3981491003,60.8621079692,76.4671208226,5.3527506427,55.683907455,65.5235989717
2020-06-21,TN,35102,650527,2291,526,0.1532044199,61.0739502762,77.8570441989,5.3245856354,55.7211049724,66.1571546961
2020-06-20,TN,34446,640894,2266,524,0.0712188366,60.9102216066,77.4009695291,5.2843213296,54.8729085873,65.6928808864
2020-06-19,TN,34017,627672,2238,515,0.0201891892,60.4981351351,76.2905405405,5.282027027,54.7139459459,65.0784324324
2020-06-18,TN,32829,619565,2209,509,0.0185175202,59.5467654987,75.0128032345,5.2852560647,53.7797304582,64.0229380054
2020-06-17,TN,32143,612430,2180,497,0.0093277311,58.7106162465,74.5211484594,5.2899719888,52.9781232493,63.3546778711
2020-06-16,TN,31830,607160,2146,493,0.0306318681,58.712032967,74.8234065934,5.3358241758,52.9564835165,63.4710164835
2020-06-15,TN,31160,598818,2106,483,0.0551578947,58.8008421053,75.5986842105,5.3407105263,53.3205263158,63.9088947368
2020-06-14,TN,30432,584788,2087,475,0.0074450549,59.7685714286,76.8646978022,5.3062912088,53.6212087912,64.7918406593
2020-06-13,TN,29541,571821,2073,472,0.0065738162,59.9170752089,76.7812534819,5.2771866295,53.2586350975,64.7043175487
2020-06-12,TN,29126,561047,2049,468,0.0084135977,59.2097733711,76.0126345609,5.3547025496,53.1306515581,64.1469405099
2020-06-11,TN,28538,506756,2011,441,0.0635869565,59.8061141304,76.7635869565,5.3571195652,54.1509782609,64.9069565217
2020-06-10,TN,28061,500766,1990,436,0.2652331606,62.9640414508,77.1347927461,5.4652590674,57.2765544041,66.8594559585
2020-06-09,TN,27575,493622,1974,435,0.1558792651,62.622992126,77.2427821522,5.4469291339,57.2600524934,66.7958530184
2020-06-08,TN,26944,485819,1948,421,0.0142587601,62.2418328841,78.5377358491,5.4051752022,56.4563881402,66.9833423181
2020-06-07,TN,26381,472387,1932,418,0.0076373626,62.1606868132,78.2527472527,5.3357692308,56.0038461538,66.7206593407
2020-06-06,TN,26071,465350,1923,417,0.07632,61.2872533333,77.3893333333,5.2762666667,55.8605866667,66.0709333333
2020-06-05,TN,25520,456652,1893,408,0.4573934837,61.3545112782,76.8289473684,5.3356390977,56.2441102757,65.9701503759
2020-06-04,TN,25120,451018,1855,401,0.0743007916,61.4973350923,77.2829815303,5.3666226913,55.942348285,66.113641161
2020-06-03,TN,24822,445957,1829,388,0.0094986072,61.4192479109,77.5640668524,5.3288857939,55.1281337047,65.9815041783
2020-06-02,TN,24375,437761,1792,381,0.0058196721,60.1054098361,76.5884699454,5.3253551913,53.1701639344,64.6590710383
2020-06-01,TN,23554,424939,1767,367,0.0070844687,58.052479564,75.446866485,5.3114168937,51.5126158038,63.1294550409
2020-05-31,TN,23006,412971,1750,364,0.0085826772,59.2811811024,75.467191601,5.7256167979,53.0951181102,63.9392650919
2020-05-30,TN,22566,404480,1732,364,0.0217232376,59.9160835509,75.9321148825,5.6698955614,54.1028720627,64.5923498695
2020-05-29,TN,22085,399882,1710,360,0.1604326923,60.0764423077,75.9507211538,5.6752644231,54.9525961538,64.8798317308
2020-05-28,TN,21679,394310,1689,356,0.5480941176,59.9392470588,74.7917647059,5.6745411765,55.0955294118,64.4108470588
2020-05-27,TN,21306,388324,1647,353,0.2149152542,60.7508716707,75.3575302663,5.6822033898,56.0573607748,65.1453026634
2020-05-26,TN,20965,382539,1609,343,0.1893764988,61.1985851319,77.1552757794,5.6952038369,56.0317505995,65.9969784173
2020-05-25,TN,20607,375612,1594,338,0.0622361809,61.120678392,77.3737437186,5.6757537688,55.4893467337,65.9133919598
2020-05-24,TN,20145,363431,1583,336,0.0649747475,61.0828282828,77.240530303,5.6496717172,55.6512121212,65.8926515152
2020-05-23,TN,19789,353969,1573,329,0.3504316547,60.5278896882,75.2038369305,5.6812470024,54.3993285372,64.5641726619
2020-05-22,TN,19394,348776,1560,315,0.1814114833,58.9777990431,73.5723684211,5.6518181818,53.8022009569,63.2778229665
2020-05-21,TN,18961,341622,1539,313,0.206713615,57.9549295775,72.6672535211,5.6330751174,52.8888262911,62.3564084507
2020-05-20,TN,18532,335481,1515,309,0.2859903382,57.3125603865,72.077294686,5.6687439614,52.6433816425,61.8585507246
2020-05-19,TN,18378,327745,1498,305,0.5313333333,58.0466904762,73.7089285714,5.6642380952,53.1013333333,62.8612142857
2020-05-18,TN,18011,319417,1489,301,0.3026555024,60.0153110048,75.7811004785,5.6951435407,54.8264114833,64.7586842105
2020-05-17,TN,17388,307892,1482,298,0.0202806122,60.7338520408,76.7920918367,5.7205867347,54.8485714286,65.3881632653
2020-05-16,TN,17288,302913,1474,295,0.0076785714,60.5149234694,76.3405612245,5.6430102041,54.5628571429,65.0624489796
2020-05-15,TN,16970,292786,1454,290,0.0101,60.2503,76.18125,5.706,54.0991,64.7924
2020-05-14,TN,16699,285618,1435,287,0.0756521739,58.6091545894,73.4716183575,5.7384299517,51.6646376812,62.5436231884
2020-05-13,TN,16370,276547,1388,273,0.1182142857,56.0081666667,70.2244047619,5.6631428571,50.0888571429,60.023547619
2020-05-12,TN,16111,267713,1363,265,0.0234074074,54.1888395062,69.7111111111,5.6511604938,48.0910617284,58.7243703704
2020-05-11,TN,15544,257733,1344,251,0.0165336658,53.3571820449,71.6521197007,5.7132418953,47.0065835411,58.9597007481
2020-05-10,TN,14985,246884,1325,243,0.0107969152,53.8638560411,70.4755784062,5.697840617,46.2632390746,58.4358611825
2020-05-09,TN,14768,237980,1319,242,0.312952381,52.6205,68.969,5.6626666667,46.284952381,57.4607142857
2020-05-08,TN,14441,229137,1299,241,0.109368932,55.4436893204,70.5614320388,5.7299757282,48.4930825243,59.5540048544
2020-05-07,TN,14096,222232,1266,237,0.0543446602,53.2979368932,69.6046601942,5.6659708738,47.1425242718,58.1545145631
2020-05-06,TN,13938,213163,1221,239,0.054085213,54.8989724311,72.0902255639,5.7716290727,49.6630576441,60.3244110276
2020-05-05,TN,13690,205172,1156,226,0.5697429907,59.4480607477,74.6253271028,5.7614485981,53.4565186916,63.749228972
2020-05-04,TN,13571,197872,1143,219,0.3818691589,59.3648130841,75.8728037383,5.6866588785,53.8485046729,64.3330373832
2020-05-03,TN,13177,191430,1135,210,0.023627204,59.5698992443,76.5251889169,5.7630478589,52.6387657431,64.3276574307
2020-05-02,TN,12661,183615,1125,209,0.0076804124,57.7036340206,74.7094072165,5.7174742268,49.7045360825,62.234871134
2020-05-01,TN,11891,174241,1113,204,0.0181188119,55.0114108911,71.6212871287,5.666509901,48.7125742574,59.9104455446
2020-04-30,TN,10735,166891,1045,199,0.4812412178,55.7900702576,72.0134660422,6.6757377049,50.8447775176,60.8839812646
2020-04-29,TN,10366,158183,1013,195,0.1046135266,58.4650483092,74.0126811594,6.7298067633,51.5611594203,62.6897101449
2020-04-28,TN,10052,151876,894,188,0.0349633252,56.6656723716,73.010391198,6.6417359413,48.7921760391,60.989608802
2020-04-27,TN,9918,144484,837,184,0.0705459057,53.4001240695,69.4218362283,6.5762531017,47.2953846154,58.1533002481
2020-04-26,TN,9667,137807,828,181,0.3873975904,55.1863373494,70.4255662651,6.7398313253,50.2799036145,59.9088433735
2020-04-25,TN,9189,132217,821,178,0.074400978,56.6889486553,72.1173594132,6.6822249389,51.2400977995,61.3042542787
2020-04-24,TN,8726,122602,808,168,0.3582669789,57.0387822014,71.5708430913,6.5924355972,51.7721779859,61.3347306792
2020-04-23,TN,8266,114834,793,170,0.554988345,56.7432867133,71.9160839161,6.6745221445,49.8382284382,60.8575291375
2020-04-22,TN,7842,107138,775,166,0.0270558376,54.1270558376,72.6370558376,6.5878426396,47.856751269,59.8197461929
2020-04-21,TN,7394,100788,760,157,0.0868899522,56.4629665072,72.5897129187,6.6914593301,50.0728229665,61.1081818182
2020-04-20,TN,7238,93451,730,152,0.5372494172,55.3288811189,71.3618881119,6.6275757576,49.4031701632,60.0897902098
2020-04-19,TN,7070,90028,724,148,0.0506265664,54.0406516291,69.9674185464,6.5666165414,47.6212531328,58.6545614035
2020-04-18,TN,6762,83824,719,145,0.2907943925,53.6307009346,72.4678738318,6.6338084112,48.011588785,59.6441588785
2020-04-17,TN,6589,80684,711,142,0.0159351621,54.7916708229,71.6327930175,6.7249127182,47.0043890274,59.383117207
2020-04-16,TN,6262,78787,691,141,0.0103225806,52.0835483871,69.2171215881,6.5862282878,45.3791563275,57.1519851117
2020-04-15,TN,6079,74817,663,135,0.0131203931,50.4183292383,67.550982801,6.5961179361,44.8673218673,55.8402702703
2020-04-14,TN,5823,73008,633,124,0.0289268293,52.2227804878,68.2603902439,6.6810243902,47.1148292683,57.2818780488
2020-04-13,TN,5610,70585,579,109,2.534739229,55.7054875283,70.5096371882,6.7385034014,49.8488888889,59.9815419501
2020-04-12,TN,5308,65369,567,101,0.35599022,56.2337163814,71.6706845966,6.641198044,48.6741564792,60.2879217604
2020-04-11,TN,5114,61714,556,101,0.0123214286,52.782755102,69.6789540816,6.5698979592,45.8541836735,57.6781632653
2020-04-10,TN,4862,57937,536,98,0.0119201995,52.4138653367,70.6720448878,6.6958852868,47.2123690773,58.3371571072
2020-04-09,TN,4634,55215,505,94,0.3785314685,57.3755477855,74.7092074592,6.7537995338,52.191048951,62.8136363636
2020-04-08,TN,4362,52256,449,79,0.0362043796,59.7831873479,75.3290754258,6.6591970803,53.9833576642,64.2771532847
2020-04-07,TN,4138,48736,408,72,0.0169607843,58.8107352941,75.5350735294,6.6789705882,52.2187254902,63.5859313725
2020-04-06,TN,3802,43548,352,65,0.012617284,56.9200493827,75.025308642,6.5483950617,50.8020740741,62.425382716
2020-04-05,TN,3633,41667,328,44,0.0111586902,56.4669521411,74.3205289673,6.5680100756,50.5457934509,61.935163728
2020-04-04,TN,3321,38070,311,43,0.0126980198,56.9166089109,73.4678217822,6.5647772277,49.7723762376,61.5164356436
2020-04-03,TN,3067,34772,293,37,0.0120347395,54.2336228288,71.709057072,6.5573449132,47.3418362283,59.3377667494
2020-04-02,TN,2845,31766,263,32,0.0126470588,52.4156862745,68.9025735294,6.5759068627,46.5490196078,57.4442892157
2020-04-01,TN,2683,29769,200,24,0.3542080378,52.2647990544,67.4922222222,6.6136170213,47.256643026,57.0241134752
2020-03-31,TN,2239,25121,175,23,0.3855528846,54.1686057692,70.0731730769,6.9986298077,49.3395673077,59.2044471154
2020-03-30,TN,1834,21470,148,13,0.0322942643,55.1921695761,73.1351371571,6.8890523691,49.7373815461,60.8536408978
2020-03-29,TN,1537,19037,133,7,0.4667832168,59.0386247086,75.1225641026,7.0194172494,53.4879487179,63.8346386946
2020-03-28,TN,1373,16965,118,6,0.0255076142,60.9553807107,76.3249238579,7.0342893401,54.9380456853,65.2911167513
2020-03-27,TN,1203,14888,103,6,0.0154,60.01545,76.095625,6.991225,51.59195,64.00365
2020-03-26,TN,957,13952,76,3,0.0191970803,55.6611192214,72.0787347932,6.9811678832,48.9798540146,60.3631386861
2020-07-15,VA,73527,771455,10608,1992,0.0095061728,59.7349382716,76.310154321,5.538117284,53.9508641975,64.7159876543
2020-07-14,VA,72443,758407,10550,1977,0.0399104478,59.4625671642,75.8641791045,5.4891044776,53.8608358209,64.4309850746
2020-07-13,VA,71642,742373,10459,1968,0.102042042,59.4170870871,75.7222222222,5.4968168168,53.9222822823,64.3776276276
2020-07-12,VA,70670,733375,10355,1966,0.0050949367,59.644778481,76.0889873418,5.5018987342,53.8910759494,64.5839240506
2020-07-11,VA,69782,716553,10291,1962,0.127347561,60.4069512195,76.4663109756,5.6474085366,54.9638109756,65.2613414634
2020-07-10,VA,68931,699794,10195,1958,0.0513354037,60.3364285714,76.4334782609,5.6270186335,55.055621118,65.2524534161
2020-07-09,VA,67988,685440,10021,1937,0.034984326,60.2388401254,76.0214733542,5.6355799373,55.0552978056,65.0585579937
2020-07-08,VA,67375,670624,9982,1905,0.0287888199,60.3323913043,76.0641925466,5.5451552795,54.9154658385,65.0651242236
2020-07-07,VA,66740,661377,9815,1881,0.1848773006,59.9558895706,76.5503067485,5.5431288344,54.7880368098,65.1102147239
2020-07-06,VA,66102,649011,9592,1853,0.1016719243,60.4512618297,76.8523974763,5.5923659306,54.9761198738,65.4323028391
2020-07-05,VA,65748,643607,9576,1853,0.0248089172,60.2050318471,76.6792993631,5.5272292994,54.716910828,65.2170700637
2020-07-04,VA,65109,634120,9549,1849,0.0070032573,60.4553745928,76.7682084691,5.5260260586,54.8283713355,65.3590228013
2020-07-03,VA,64393,623967,9529,1845,0.0036688312,60.2232142857,76.6361363636,5.4868506494,54.3578246753,65.1060064935
2020-07-02,VA,63735,610521,9384,1816,0.2315361446,59.1786445783,75.5677710843,5.4994578313,53.6614156627,64.1718072289
2020-07-01,VA,63203,595430,9023,1786,0.1438343558,59.4281595092,75.6947546012,5.5074846626,54.4935276074,64.5283128834
2020-06-30,VA,62787,582247,8982,1763,0.0241795666,60.2350773994,76.1484210526,6.7179256966,54.6794117647,65.0040557276
2020-06-29,VA,62189,574183,8823,1740,0.0890060241,60.2691566265,75.2596987952,6.7946987952,54.8109337349,64.6960542169
2020-06-28,VA,61736,566592,8823,1732,0.0454489164,60.2402786378,75.7017647059,6.7601857585,54.6086068111,64.8076160991
2020-06-27,VA,61247,556679,8787,1724,0.0074358974,59.9286217949,75.9259294872,6.8656730769,53.8995192308,64.6067628205
2020-06-26,VA,60570,545893,8722,1700,0.1589090909,58.6112121212,75.0322121212,6.772030303,52.6473939394,63.5062121212
2020-06-25,VA,59946,533020,8672,1675,0.0324050633,58.9839556962,74.7000316456,6.7045886076,53.670221519,63.7693987342
2020-06-24,VA,59514,517057,8651,1661,0.1174174174,59.3258558559,75.2293393393,6.8243543544,54.0859459459,64.1987087087
2020-06-23,VA,58994,509383,8572,1645,0.2978005865,59.4553079179,75.6983577713,6.8864516129,53.9629325513,64.3907917889
2020-06-22,VA,58465,499658,8511,1620,0.0864576803,59.6280564263,75.6207836991,6.7557053292,54.0914106583,64.4476489028
2020-06-21,VA,57994,487682,8509,1611,0.2439285714,58.7051190476,74.3253571429,6.6680357143,53.38,63.455297619
2020-06-20,VA,57443,473961,8487,1607,0.282030303,58.2319393939,73.7665151515,6.6964848485,53.4312121212,63.103969697
2020-06-19,VA,56793,455618,8425,1602,0.1396686747,58.3475301205,73.3577710843,6.7481927711,53.2795180723,62.9335843373
2020-06-18,VA,56238,445830,8350,1586,0.7980403458,57.9974927954,71.8421902017,6.792074928,52.5553025937,62.0224495677
2020-06-17,VA,55775,438566,8367,1583,0.8552556818,57.0830965909,70.7971875,7.0278977273,52.1817613636,61.2267329545
2020-06-16,VA,55331,430107,8245,1570,0.3627325581,56.7583139535,70.4760174419,7.1057848837,51.9026162791,60.9232848837
2020-06-15,VA,54886,424113,8132,1552,0.2677352941,56.8335,71.7202941176,6.9681764706,51.9602941176,61.4585
2020-06-14,VA,54506,414494,8136,1546,0.0432075472,57.404591195,73.2482389937,6.9051572327,51.9052515723,62.2250943396
2020-06-13,VA,53869,406124,8090,1541,0.0082051282,57.6356410256,74.235224359,6.8800320513,52.0528525641,62.7295512821
2020-06-12,VA,53211,397319,8028,1534,0.2695757576,58.1994242424,74.2461515152,6.7645757576,52.5331818182,63.0367878788
2020-06-11,VA,52647,354750,7964,1520,0.2674712644,59.953908046,75.1958333333,6.9755172414,54.8979597701,64.5994827586
2020-06-10,VA,52177,346187,7981,1514,0.0602769231,60.6987076923,76.1122769231,7.058,55.0885538462,65.2425538462
2020-06-09,VA,51738,339118,7846,1496,0.0051273885,59.6546496815,75.5354140127,6.7878025478,53.101910828,64.1472611465
2020-06-08,VA,51251,332341,7730,1477,0.0079566563,58.0688854489,74.9993188854,6.7047678019,51.9981114551,63.149876161
2020-06-07,VA,50681,329135,7724,1472,0.2811014493,59.0664347826,75.3211014493,6.7950724638,53.3513043478,63.9535362319
2020-06-06,VA,49397,321734,7553,1460,0.4437883008,59.4555710306,75.1300835655,6.798718663,54.1067130919,64.2038440111
2020-06-05,VA,48532,315238,7597,1453,0.2525364431,59.486851312,75.8160641399,6.894606414,54.2397376093,64.5239941691
2020-06-04,VA,47856,305734,7550,1445,0.0223170732,60.1528963415,76.7329268293,6.853445122,54.4073170732,65.1371646341
2020-06-03,VA,46905,295482,7476,1428,0.0041411043,60.2148159509,75.6816564417,6.9681595092,52.9151533742,64.3228220859
2020-06-02,VA,46239,282650,7373,1407,0.0032317073,56.9611890244,73.3202439024,6.8807926829,50.2122865854,61.65125
2020-06-01,VA,45398,279321,7326,1392,0.0059259259,55.4256481481,72.4552160494,6.8115123457,49.7862654321,60.7252469136
2020-05-31,VA,44607,270784,7326,1375,0.0597093023,57.2343604651,73.8045639535,8.2076162791,51.813372093,62.3705813953
2020-05-30,VA,43611,261901,7216,1370,0.185505618,58.9282303371,74.5241573034,8.0950561798,53.7651685393,63.7085955056
2020-05-29,VA,42533,255844,7172,1358,0.1732311978,59.768189415,74.7254038997,8.2280779944,54.755097493,64.3162674095
2020-05-28,VA,41401,245880,6974,1338,0.4845118734,59.3196306069,73.3132189974,8.2554353562,54.1439050132,63.4481266491
2020-05-27,VA,40249,236798,6826,1281,0.0293447293,58.5990883191,73.3536752137,8.1518233618,53.2862393162,63.0096581197
2020-05-26,VA,39342,227839,6630,1236,0.0156725146,57.9607894737,72.9447368421,8.0533040936,52.6654385965,62.482251462
2020-05-25,VA,37727,221023,6521,1208,0.1553043478,57.5103478261,72.9665797101,8.0449855072,52.5010434783,62.3097101449
2020-05-24,VA,36244,207841,6453,1171,0.025508982,57.5244610778,73.2698802395,8.1711676647,52.3488622754,62.392754491
2020-05-23,VA,35749,196721,6431,1159,0.1562359551,57.9269101124,73.3907022472,8.0723314607,52.3961797753,62.5753370787
2020-05-22,VA,34950,190225,6422,1136,0.6592513369,57.3201604278,71.1781283422,8.1381016043,51.4729411765,61.2536631016
2020-05-21,VA,34137,184462,6269,1099,0.709025788,55.5244412607,68.5276217765,8.3155014327,49.9981661891,59.2464183381
2020-05-20,VA,32908,179718,6059,1074,0.5893296089,54.3852234637,68.4531005587,8.5330446927,49.7823463687,58.8135195531
2020-05-19,VA,32145,170644,5768,1041,0.4695912807,55.9298910082,70.5788010899,8.5016348774,51.2152861035,60.524359673
2020-05-18,VA,31140,165086,5609,1014,0.0754647887,57.2276619718,72.1151267606,8.322028169,52.4684788732,61.8757183099
2020-05-17,VA,30388,159973,5517,1009,0.0883430233,57.8514825581,74.1911918605,8.208372093,52.5900290698,62.9261337209
2020-05-16,VA,29683,155885,5414,1002,0.004672619,58.4599404762,75.1527083333,8.1741071429,52.4941071429,63.4662797619
2020-05-15,VA,28672,149342,5316,977,0.0479885057,58.0693965517,74.1179310345,8.3419827586,51.5541666667,62.6752873563
2020-05-14,VA,27813,139017,5211,955,0.011179941,55.7522418879,71.1215929204,8.1309439528,48.657079646,59.9787020649
2020-05-13,VA,26746,134646,5080,927,0.0055522388,53.5646865672,69.8636119403,8.0444776119,46.7900298507,58.300238806
2020-05-12,VA,25800,129529,4929,891,0.0037910448,52.4541492537,68.0972537313,8.1659402985,46.7408059701,57.2470447761
2020-05-11,VA,25070,125547,4777,850,0.0135227273,54.1154829545,69.9854261364,8.3490340909,47.2346306818,58.6378977273
2020-05-10,VA,24081,118974,4756,839,0.0043195266,51.8868047337,68.3169526627,8.184260355,44.9560059172,56.6693491124
2020-05-09,VA,23196,113953,4717,827,0.1372899729,51.566504065,68.6082113821,8.3175880759,45.9414905149,56.9620867209
2020-05-08,VA,22342,107603,4622,812,0.0126047904,54.027754491,70.2047904192,8.3714371257,47.3928443114,58.742994012
2020-05-07,VA,21570,101582,4438,769,0.0586968839,52.8911331445,68.9880453258,8.218101983,47.0687535411,57.8251558074
2020-05-06,VA,20256,93452,4113,713,0.2984042553,54.4301861702,68.891462766,8.2295478723,49.3870744681,58.8925265957
2020-05-05,VA,20256,93452,4113,713,0.0241543027,54.9039762611,71.3192878338,8.0998813056,49.8875964392,60.1429673591
2020-05-04,VA,19492,92801,4010,684,0.2088418079,57.5451977401,74.3303954802,8.2875141243,51.2926553672,62.5298022599
2020-05-03,VA,18671,89331,3910,660,0.0200591716,57.5783431953,73.7225443787,8.2074556213,50.2436982249,62.0066272189
2020-05-02,VA,17731,84365,3738,616,0.0460755814,54.6019767442,70.0830523256,8.1490988372,48.6575581395,59.2176744186
2020-05-01,VA,16901,89539,3654,581,0.8029066667,54.71824,69.6849866667,8.2057333333,49.7684,59.4016266667
2020-04-30,VA,15846,75663,3654,552,0.8428531856,55.8325207756,72.0452631579,8.4777839335,50.4797506925,60.8762880886
2020-04-29,VA,14961,70979,3608,522,0.0169602273,55.7673295455,71.5904829545,8.4502840909,48.8483522727,60.2233238636
2020-04-28,VA,14339,68959,3422,492,0.0125714286,53.3966,69.4468857143,8.2242857143,47.1471714286,58.1823142857
2020-04-27,VA,13535,67144,3298,458,0.1325277778,53.4143888889,69.1009166667,8.4715833333,48.3206111111,58.3746111111
2020-04-26,VA,12970,63630,2014,448,0.5294133333,54.868,69.4028533333,8.32832,49.82448,59.34976
2020-04-25,VA,12366,60276,1942,436,0.1181593407,54.5337637363,70.2192032967,8.3516208791,49.5617032967,59.5019505495
2020-04-24,VA,11594,57846,1837,410,0.4589487871,56.0401886792,69.9501886792,8.4295956873,50.2357951482,60.0352560647
2020-04-23,VA,10998,53891,1753,372,0.0304705882,54.6396470588,69.7356764706,8.2938529412,47.8445294118,58.8652941176
2020-04-22,VA,10266,50512,1659,349,0.0221613833,52.6570893372,70.5706916427,8.3536023055,46.4461095101,58.2136599424
2020-04-21,VA,9630,48724,1581,324,0.2233425414,54.2901104972,70.3748342541,8.5401104972,48.160718232,59.1025414365
2020-04-20,VA,8990,47745,1500,300,0.14,54.1071346705,69.6288825215,8.2743839542,47.0797707736,58.4503438395
2020-04-19,VA,8537,46196,1422,277,0.1503098592,52.108028169,68.9087323944,8.2836901408,45.5189295775,57.128056338
2020-04-18,VA,8053,43878,1296,258,0.1034173669,54.1578991597,70.0204761905,8.4848459384,46.7947058824,58.5429691877
2020-04-17,VA,7491,41506,1221,231,0.0061309524,51.9183928571,68.6784821429,8.4243154762,45.1924107143,56.8886309524
2020-04-16,VA,6889,39555,1114,208,0.0148717949,51.4427920228,67.3900569801,8.3643874644,45.3457549858,56.2737606838
2020-04-15,VA,6500,37669,1048,195,0.2422371968,51.2734501348,68.3199730458,8.3722641509,46.1522911051,56.817115903
2020-04-14,VA,6171,36592,992,154,0.2406629834,53.5663259669,71.2422928177,8.4084254144,48.3822651934,59.2921823204
2020-04-13,VA,5747,35654,937,149,1.4603225806,57.8226075269,71.9556989247,8.6664516129,49.9961827957,61.3062634409
2020-04-12,VA,5274,34711,882,141,0.0173809524,54.4597916667,70.3625892857,8.4662797619,46.9604166667,58.8163988095
2020-04-11,VA,5077,32922,827,130,0.0046107784,51.2270958084,67.3022155689,8.2938023952,44.9192215569,56.0554191617
2020-04-10,VA,4509,30950,772,121,0.0158139535,51.8768313953,69.5043604651,8.6450290698,46.7350290698,57.6331104651
