date,awnd,prcp,tmin,tmax,tavg,tobs,state
20200501,7.37,0.05,57.0,80.0,70.0,70.55,CA 
20200502,7.37,0.05,52.0,76.0,62.0,53.46,CA 
20200503,7.37,0.05,47.0,78.0,62.0,53.9,CA 
20200504,7.37,0.05,54.0,82.0,69.0,66.35,CA 
20200505,7.37,0.05,61.0,83.0,72.0,70.03,CA 
20200506,7.37,0.05,57.0,82.0,70.0,67.61,CA 
20200507,7.37,0.05,62.0,91.0,77.0,74.08,CA 
20200508,7.37,0.05,69.0,96.0,82.0,78.48,CA 
20200509,7.37,0.05,70.0,93.0,81.0,78.91,CA 
20200510,7.37,0.05,61.0,84.0,74.0,75.15,CA 
20200511,7.37,0.05,52.0,61.0,56.0,55.71,CA 
20200512,7.37,0.05,52.0,69.0,60.0,57.14,CA 
20200513,7.37,0.05,51.0,61.0,57.0,59.68,CA 
20200514,7.37,0.05,52.0,67.0,59.0,56.79,CA 
20200515,7.37,0.05,54.0,79.0,67.0,64.16,CA 
20200516,7.37,0.05,57.0,77.0,66.0,61.78,CA 
20200517,7.37,0.05,53.0,72.0,62.0,58.65,CA 
20200518,7.37,0.05,50.0,63.0,55.0,50.84,CA 
20200519,7.37,0.05,49.0,71.0,61.0,59.52,CA 
20200520,7.37,0.05,53.0,72.0,63.0,61.94,CA 
20200521,7.37,0.05,58.0,83.0,70.0,65.47,CA 
20200522,7.37,0.05,54.0,74.0,65.0,64.92,CA 
20200523,7.37,0.05,57.0,84.0,71.0,67.97,CA 
20200524,7.37,0.05,65.0,94.0,80.0,77.53,CA 
20200525,7.37,0.05,72.0,100.0,86.0,83.75,CA 
20200526,7.37,0.05,74.0,98.0,87.0,88.63,CA 
20200527,7.37,0.05,76.0,99.0,88.0,89.1,CA 
20200528,7.37,0.05,76.0,100.0,88.0,87.64,CA 
20200529,7.37,0.05,67.0,98.0,84.0,83.48,CA 
20200530,7.37,0.05,57.0,67.0,60.0,56.71,CA 
20200531,7.37,0.05,57.0,79.0,69.0,68.72,CA 
20200601,7.62,0.01,63.0,85.0,74.0,72.33,CA 
20200602,7.62,0.01,68.0,96.0,83.0,82.44,CA 
20200603,7.62,0.01,73.0,97.0,86.0,87.48,CA 
20200604,7.62,0.01,74.0,99.0,86.0,83.87,CA 
20200605,7.62,0.01,58.0,88.0,76.0,77.88,CA 
20200606,7.62,0.01,52.0,73.0,61.0,54.57,CA 
20200607,7.62,0.01,51.0,70.0,61.0,59.64,CA 
20200608,7.62,0.01,51.0,83.0,68.0,63.61,CA 
20200609,7.62,0.01,63.0,89.0,77.0,76.34,CA 
20200610,7.62,0.01,69.0,94.0,83.0,84.7,CA 
20200611,7.62,0.01,71.0,91.0,81.0,81.17,CA 
20200612,7.62,0.01,54.0,76.0,65.0,61.98,CA 
20200613,7.62,0.01,54.0,69.0,62.0,62.38,CA 
20200614,7.62,0.01,57.0,84.0,72.0,71.26,CA 
20200615,7.62,0.01,62.0,79.0,71.0,71.93,CA 
20200616,7.62,0.01,57.0,80.0,69.0,67.26,CA 
20200617,7.62,0.01,59.0,86.0,74.0,73.56,CA 
20200618,7.62,0.01,68.0,95.0,82.0,80.62,CA 
20200619,7.62,0.01,74.0,97.0,87.0,90.09,CA 
