"STATION","NAME","DATE","PRCP","TAVG","TSUN"
"USC00203429","GREENVILLE 2 NNE, MI US","2020-04-09","0.32",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-04-10","0.05",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-04-11","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-04-12","0.08",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-04-13","0.22",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-04-14","0.01",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-04-15","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-04-16","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-04-17","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-04-18","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-04-19","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-04-20","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-04-21","0.15",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-04-22","0.02",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-04-23","0.26",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-04-24","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-04-25","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-04-26","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-04-27","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-04-28","0.16",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-04-29","2.77",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-04-30","0.22",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-01","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-02","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-03","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-04","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-05","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-06","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-07","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-08","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-09","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-10","0.15",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-11","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-12","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-13","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-14","0.49",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-15","0.87",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-16","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-17","0.60",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-18","2.33",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-19","0.05",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-20","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-21","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-22","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-23","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-24","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-25","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-26","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-27","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-28","0.01",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-29","0.32",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-30","0.00",,
"USC00203429","GREENVILLE 2 NNE, MI US","2020-05-31","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-04-09","0.03",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-04-10","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-04-11","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-04-12","0.22",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-04-13","0.08",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-04-14","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-04-15","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-04-16","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-04-17","0.50",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-04-18","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-04-19","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-04-20","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-04-21","0.11",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-04-22","0.14",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-04-23","0.06",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-04-24","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-04-25","0.40",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-04-26","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-04-27","0.04",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-04-28","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-04-29","0.02",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-04-30","0.04",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-01","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-02","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-03","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-04","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-05","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-06","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-07","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-08","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-09","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-10","0.62",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-11","0.09",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-12","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-13","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-14","0.69",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-15","0.85",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-16","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-17","0.40",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-18","1.72",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-19","0.19",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-20","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-21","0.01",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-22","0.07",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-23","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-24","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-25","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-26","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-27","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-28","0.55",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-29","0.13",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-30","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-05-31","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-06-02","0.03",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-06-04","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-06-05","0.25",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-06-06","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-06-07","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-06-10","0.49",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-06-12","0.16",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-06-13","0.07",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-06-14","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-06-15","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-06-17","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-06-18","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-06-19","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-06-20","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-06-23","0.45",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-06-24","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-06-27","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-06-29","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-06-30","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-07-01","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-07-03","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-07-04","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-07-05","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-07-06","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-07-07","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-07-10","1.16",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-07-12","0.00",,
"USC00200032","ADRIAN 2 NNE, MI US","2020-07-13","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-04-09","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-04-10","0.03",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-04-11","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-04-12","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-04-13","1.17",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-04-14","0.05",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-04-15","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-04-16","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-04-17","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-04-18","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-04-19","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-04-20","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-04-21","0.09",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-04-22","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-04-23","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-04-24","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-04-25","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-04-26","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-04-27","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-04-28","0.21",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-04-29","0.20",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-04-30","0.01",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-01","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-02","0.17",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-03","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-04","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-05","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-06","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-07","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-08","0.13",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-09","0.03",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-10","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-11","0.02",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-12","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-13","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-14","0.28",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-15","0.18",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-16","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-17","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-18","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-19","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-20","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-21","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-22","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-23","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-24","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-25","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-26","0.03",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-27","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-28","0.16",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-29","0.51",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-30","0.03",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-05-31","0.06",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-06-01","0.06",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-06-07","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-06-08","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-06-12","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-06-13","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-06-14","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-06-22","0.11",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-06-28","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-06-29","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-06-30","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-07-04","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-07-05","0.00",,
"USC00201486","CHATHAM EXPERIMENT FARM 2, MI US","2020-07-06","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-04-09","0.04",,
"USC00203421","GREENLAND 6 N, MI US","2020-04-10","0.06",,
"USC00203421","GREENLAND 6 N, MI US","2020-04-11","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-04-12","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-04-13","0.75",,
"USC00203421","GREENLAND 6 N, MI US","2020-04-14","0.03",,
"USC00203421","GREENLAND 6 N, MI US","2020-04-15","0.01",,
"USC00203421","GREENLAND 6 N, MI US","2020-04-16","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-04-17","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-04-18","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-04-19","0.03",,
"USC00203421","GREENLAND 6 N, MI US","2020-04-20","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-04-21","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-04-22","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-04-23","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-04-24","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-04-25","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-04-26","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-04-27","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-04-28","0.14",,
"USC00203421","GREENLAND 6 N, MI US","2020-04-29","0.61",,
"USC00203421","GREENLAND 6 N, MI US","2020-04-30","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-01","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-02","0.13",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-03","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-04","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-05","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-06","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-07","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-08","0.03",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-09","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-10","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-11","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-12","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-13","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-14","0.43",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-15","0.13",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-16","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-17","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-18","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-19","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-20","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-22","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-23","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-24","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-25","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-26","1.16",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-27","0.09",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-28","0.16",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-29","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-30","0.08",,
"USC00203421","GREENLAND 6 N, MI US","2020-05-31","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-01","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-02","0.28",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-03","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-04","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-05","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-06","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-07","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-08","0.20",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-09","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-10","2.37",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-11","0.25",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-12","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-13","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-14","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-15","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-16","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-17","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-18","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-19","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-20","0.04",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-21","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-22","0.45",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-23","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-24","0.02",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-25","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-26","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-27","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-28","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-29","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-06-30","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-07-01","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-07-02","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-07-03","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-07-04","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-07-05","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-07-06","0.02",,
"USC00203421","GREENLAND 6 N, MI US","2020-07-07","0.87",,
"USC00203421","GREENLAND 6 N, MI US","2020-07-08","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-07-09","2.20",,
"USC00203421","GREENLAND 6 N, MI US","2020-07-10","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-07-11","0.00",,
"USC00203421","GREENLAND 6 N, MI US","2020-07-12","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-04-09","0.11",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-04-10","0.01",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-04-11","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-04-12","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-04-13","0.25",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-04-14","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-04-15","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-04-16","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-04-17","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-04-18","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-04-19","0.02",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-04-20","0.02",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-04-21","0.12",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-04-22","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-04-23","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-04-24","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-04-25","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-04-26","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-04-27","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-04-28","0.09",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-04-29","0.86",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-04-30","0.85",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-01","0.06",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-02","0.01",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-03","0.01",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-04","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-05","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-06","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-07","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-08","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-09","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-10","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-11","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-12","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-13","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-14","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-15","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-16","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-17","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-18","1.20",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-19","0.37",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-20","0.02",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-21","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-22","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-23","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-24","0.25",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-25","0.05",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-26","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-27","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-28","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-29","0.75",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-30","0.50",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-05-31","0.05",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-06-01","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-06-02","0.08",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-06-03","0.01",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-06-04","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-06-05","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-06-06","0.15",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-06-07","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-06-08","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-06-09","0.00",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-06-10","0.38",,
"US1MIAP0002","OSSINEKE 1.0 NNE, MI US","2020-06-11","0.53",,
