state,et_total_population,em_total_pop_median_age,e_total_pop_race_white,e_total_pop_race_black,e_total_pop_race_native_pop,e_total_pop_race_asian,e_total_pop_race_pacific_islander,e_total_pop_race_other_race,e_total_pop_race_two_or_more_races,e_total_pop_race_hispanic,e_total_pop_in_households_householder_parent,e_total_pop_over_30_responsible_for_grandchildren_live_together_and_responsible,e_total_households_type_nonfamily_householder_living_alone,e_total_housing_units_more_than_one_occupant_per_room,e_total_pop_poverty_status_below_100_percent,em_total_housing_units_avg_household_size_owned,e_total_pop_over_16_employment_status_in_civilian_labor_force_employed,em_total_households_with_income_mean_earnings,cdc_svi_overall_ranking,pop_density,et_over_60_population,em_over_60_pop_median_age,e_over_60_race_white,e_over_60_race_black,e_over_60_race_native_pop,e_over_60_race_asian,e_over_60_race_pacific_islander,e_over_60_race_other_race,e_over_60_race__two_or_more_races,e_over_60_race_hispanic,e_over_60_households_type_family,e_total_pop_over_60_responsible_for_grandchildren_live_together,e_pop_over_60_disability_status_yes,e_over_60_pop_employment_status_in_civilian_labor_force,e_over_60_pop_poverty_status_below_100_percent,em_over_60_housing_units_avg_household_size_owned,date,positive,negative,hospitalized_currently,in_icu_currently,on_ventilator_currently,hospitalized_cumulative,in_icu_cumulative,on_ventilator_cumulative,recovered,death_increase,death,hospitalized_increase,hospitalized,positive_increase,negative_increase,positive_tests_viral,negative_tests_viral,total_test_results_increase,data_quality_grade,cases_white,cases_black,cases_latinx,cases_asian,cases_aian,cases_nhpi,cases_multiracial,cases_other,cases_unknown,deaths_white,deaths_black,deaths_latinx,deaths_asian,deaths_asian,deaths_aian,deaths_nhpi,deaths_multiracial,deaths_other,deaths_unknown
NM,1700376,627.2,1229433.027,36652.417,182089.248,27177.171000000002,1573.7569999999998,164408.811,57893.056,789960.9619999999,23681.145999999997,21037.412,193991.712,22210.103,301393.49199999997,43.940000000000005,716306.3329999999,931806.0,0.8085333333333331,58.25155664918749,372632,1041.9,305939.29699999996,6704.598999999998,25382.596999999998,4710.875000000001,316.3059999999999,23690.138,5931.881999999999,116616.87699999998,125256.02299999999,20492.624000000003,125471.795,100440.275,44694.549000000006,31.930000000000003,20200715,15514.0,414492.0,223.0,,18.0,2261.0,,,6429.0,16,551.0,253,2261.0,319,10566,,,10736,,,291.0,5585.0,109.0,6789.0,,,,1037.0,98.0,4.0,59.0,1.0,1.0,236.0,,,,410.0
NV,2843467,300.20000000000005,1868074.7289999998,259851.37199999997,32247.629,233059.03899999996,18277.519,293280.23699999996,138280.456,817413.3910000001,64122.157999999996,24229.079,298718.854,43563.015,383266.07000000007,17.69,1338201.5640000002,518140.0,0.5883,116.96746608542857,578089,414.8,448242.27999999997,39705.909,4529.441,53379.25199999999,2537.5209999999997,19891.653,9661.604,68060.00899999999,185959.355,36526.401,176690.989,158514.489,53719.837999999996,11.98,20200715,30468.0,333957.0,1051.0,251.0,124.0,,,,826.0,19,618.0,0,,1104,8518,,,8957,,,1299.0,6662.0,1187.0,97.0,,,1508.0,15040.0,270.0,68.0,89.0,82.0,82.0,4.0,,,12.0,350.0
NY,12732925,2241.6000000000004,9757519.981,1260141.2570000002,51207.511999999995,648987.084,3025.3990000000003,634080.076,376067.2100000001,1670980.0669999998,148016.886,66781.50200000001,1500408.64,131893.666,1479466.0190000003,137.19000000000003,6255161.862000001,4345973.0,0.4566685185185186,1714.0086938627774,2601396,3686.7999999999997,2311464.718,158509.20600000003,7945.570999999997,69674.347,222.713,33909.569,19566.079,119796.59300000001,881417.9929999999,120358.698,683675.9230000001,790387.0380000001,189492.13100000002,103.35000000000004,20200715,404006.0,4444519.0,18825.0,5225.0,2425.0,89995.0,,,71782.0,951,25003.0,3424,89995.0,11571,78507,,,79303,,,,,,,,,,404006.0,8569.0,6324.0,6658.0,1694.0,1694.0,,,,1805.0,7929.0
OH,11362492,3043.9000000000005,9222485.689999998,1434358.4780000001,23212.995,248128.56799999994,2020.198,108022.932,321844.85999999987,425338.24000000017,92071.429,91283.82099999997,1380907.978,60905.85900000001,1600879.6520000002,192.07999999999998,5433090.7930000005,5377618.0,0.37890933333333326,335.88707061373333,2587853,5211.499999999999,2278984.1960000005,246822.50600000008,3664.282000000001,31565.011000000002,234.262,7644.543000000001,18958.442999999996,34634.361999999994,887352.0860000002,101565.74499999997,761762.9320000003,735234.9430000001,217329.47999999992,144.01999999999998,20200715,69311.0,993312.0,1078.0,424.0,281.0,9209.0,2259.0,,47303.0,138,3075.0,160,9209.0,1525,41626,,,43151,,,18416.0,,1986.0,83.0,133.0,2210.0,4920.0,8653.0,2349.0,592.0,,33.0,33.0,1.0,1.0,37.0,20.0,90.0
OK,3351171,1217.3000000000002,2417176.409,271017.49600000004,237243.756,80103.19599999998,4355.861000000001,83762.99,258648.46999999997,343893.32000000007,32414.587000000003,36196.41599999999,356834.421,34680.53400000001,509303.49900000007,83.91,1532689.8630000001,2144988.0,0.64369375,149.67075809906248,683902,2231.0,571683.167,38742.628,33705.469000000005,9673.63,176.10999999999999,5129.471,24492.695000000003,19032.685999999998,238677.1839999999,34730.273,247213.31499999994,195825.845,60678.18200000001,63.72000000000001,20200715,22813.0,424512.0,561.0,234.0,,2170.0,,,17366.0,21,432.0,89,2170.0,1075,23009,24954.0,424512.0,23867,,,1700.0,,1473.0,1595.0,,148.0,905.0,4418.0,325.0,30.0,,8.0,8.0,35.0,,6.0,11.0,23.0
OR,3917895,976.5,3301596.5089999996,76510.046,41434.829999999994,173429.058,15430.583,120972.507,188414.47599999997,493890.48000000004,40958.587999999996,21891.12,421468.47900000005,49624.292,538525.2959999999,57.43,1867392.8820000002,1605583.0,0.5930434782608696,182.32054280482606,914968,1593.2,847233.5359999998,10649.559,7018.208,26294.032,1108.183,7446.714999999999,15394.561999999998,32692.994999999995,308187.79900000006,38260.628000000004,288142.291,244845.632,80745.91600000001,45.27000000000001,20200715,12805.0,292651.0,321.0,96.0,69.0,1254.0,,69.0,3129.0,11,244.0,66,1254.0,397,10479,,292651.0,10755,,,543.0,509.0,438.0,283.0,350.0,321.0,4209.0,2100.0,184.0,6.0,,9.0,9.0,3.0,6.0,2.0,19.0,25.0
PA,12698668,2567.1,10254547.838000003,1420079.8039999993,24609.823999999997,428227.844,992.8770000000001,258272.55,308452.50499999995,902543.2,130995.843,83574.52699999999,1473552.5999999994,70659.91300000002,1568513.461999999,150.89999999999998,6111927.218000002,4457809.0,0.3694933333333333,524.6900392248333,3065492,4193.700000000002,2730980.5470000003,233105.378,4007.879,58575.94300000002,125.22800000000001,19684.103000000003,18851.436999999998,74054.80200000001,1047035.0920000001,121501.483,889494.55,890714.2679999998,249803.82600000003,114.60999999999999,20200715,97665.0,870984.0,2800.0,,685.0,1145.0,,,74436.0,554,6957.0,241,1145.0,1989,22775,,,23901,,,13200.0,,1400.0,,,,879.0,51386.0,4925.0,1469.0,,151.0,151.0,,,,335.0,2173.0
RI,1056611,214.8,854811.763,69226.568,5689.9169999999995,35948.87,926.925,58482.799,32874.01,159186.128,14088.335,6549.861000000001,126748.02,7243.542000000001,133213.076,12.66,527832.367,489510.0,0.26052,1148.4112449400002,243523,349.4,222256.227,8603.514,832.431,4147.231,0.0,5188.049999999999,2459.512,13610.917,78503.085,11554.016,68587.067,77089.38,23120.786,10.059999999999999,20200715,17640.0,158235.0,352.0,89.0,62.0,2075.0,,,1707.0,32,987.0,331,2075.0,419,6413,25734.0,271199.0,6588,,,1940.0,6717.0,,,,447.0,597.0,6979.0,656.0,51.0,85.0,,,,,0.0,13.0,194.0
SC,4693120,1340.6,3208994.3060000003,1212037.212,15180.793999999998,74460.79200000002,2970.069,74060.84899999999,105162.18099999998,262815.565,53099.069,50497.645000000004,513154.316,33416.789,713768.1590000001,83.83999999999999,2127483.7339999997,2109844.0,0.7159969696969696,192.47744943787873,1083001,2289.2,836097.2000000002,221794.19499999995,2744.4339999999997,11017.51,260.656,3835.205,7188.814999999998,17116.867000000002,389996.7450000001,56362.854000000014,342670.994,280276.322,105486.293,67.58999999999999,20200715,62245.0,463738.0,1560.0,,,3744.0,,,23849.0,41,998.0,346,3744.0,2280,14889,77107.0,448876.0,16493,,,14994.0,309.0,454.0,103.0,,,4089.0,22260.0,457.0,410.0,,9.0,9.0,2.0,1.0,,28.0,116.0
SD,389797,144.8,337981.675,12800.128,15633.372,7298.554,109.294,3747.868,12577.066,16723.521,2066.929,2085.967,46132.202999999994,2780.299,40386.92,10.58,209906.86399999997,322680.0,0.280975,97.1539123825,77296,277.7,74257.692,519.256,1248.4180000000001,482.765,0.0,231.49,488.86499999999995,839.9949999999999,25922.016,2081.1279999999997,20910.542,27681.315000000002,5925.967000000001,7.38,20200715,7652.0,85891.0,106.0,,,752.0,,,6663.0,6,111.0,18,752.0,249,3875,,,3960,,,987.0,1130.0,716.0,1236.0,,,768.0,0.0,,,,,,,,,,111.0
TN,5997804,2224.7999999999993,4582483.237,1068543.9340000004,15872.229999999998,111172.12400000001,3062.057,86485.265,130373.70000000003,335569.87500000006,65125.102000000006,66468.62999999999,654267.9929999999,45882.363000000005,924033.0289999999,137.18,2796060.577000001,3594465.0,0.5564851851851852,220.6610167351852,1293317,3756.0000000000014,1096482.9519999996,165536.707,3388.7199999999993,14152.36,345.35200000000003,3241.9980000000005,10109.503,18140.053,460352.94800000003,67051.823,433966.51200000005,355488.30000000005,123525.20199999999,108.16,20200715,69061.0,1028612.0,1282.0,,,3434.0,,,39857.0,27,783.0,119,3434.0,3314,54291,80368.0,1016685.0,54879,,,14151.0,,741.0,91.0,57.0,,10575.0,14342.0,434.0,280.0,,13.0,13.0,0.0,1.0,,50.0,23.0
TX,26170273,3602.099999999999,19282151.845,3247902.4900000007,128472.768,1296114.9950000003,25015.248,1499800.8399999999,691700.901,10276414.433,399531.92199999996,263452.295,2241026.0719999997,428920.05600000016,3935257.960000001,273.71999999999997,12295031.640999995,7236700.0,0.6704927083333333,284.7806193021876,4381458,6673.7,3543319.8300000015,445591.7649999997,18075.83199999999,179361.29400000005,1698.8199999999997,142186.655,50848.906,1043284.3520000003,1543830.6959999998,349563.4540000001,1392944.5690000001,1365916.434,462167.247,206.09,20200715,282365.0,2359834.0,10569.0,,,,,,149276.0,110,3432.0,0,,10745,66812,,,76577,,,2989.0,10534.0,651.0,,,,135.0,261534.0,315.0,94.0,211.0,14.0,14.0,,,,5.0,2797.0
UT,2157562,158.3,1833402.105,28795.216,13753.256000000001,60989.634,23970.431,127789.343,68521.394,315986.454,19501.432,12284.509999999998,124999.671,23515.699,198489.015,16.48,1056302.52,489326.0,0.20895999999999998,595.0359383491999,295871,341.5,274940.061,1940.5720000000001,1150.402,7371.595,2237.166,6230.122000000001,2048.63,21097.929,113030.326,25086.854,81445.88,101418.728,17617.32,11.169999999999998,20200715,30891.0,401189.0,289.0,88.0,,1913.0,515.0,214.0,18593.0,10,233.0,73,1913.0,867,9654,,,10250,,,775.0,12519.0,684.0,701.0,1206.0,,3860.0,3377.0,118.0,5.0,54.0,11.0,11.0,21.0,13.0,,19.0,128.0
VA,7144207,2409.8,4773999.028999999,1377515.1089999995,19575.145000000004,506754.077,5009.219,189847.624,272049.1549999999,687661.1650000003,93439.78800000006,53135.283999999985,699421.0379999998,54005.397,708981.567,151.01000000000002,3551331.171,4785734.0,0.40505593220338976,1011.9902342364408,2048858,4297.299999999999,1556958.2279999994,268226.5500000001,4608.130000000001,174230.92700000005,232.328,18581.205,26372.563999999995,94243.53499999995,710125.5420000002,133267.69700000001,515880.937,709280.2220000004,145736.60599999997,124.05999999999996,20200715,73527.0,771455.0,1625.0,469.0,302.0,10608.0,145.0,108.0,9527.0,57,1992.0,1284,10608.0,1615,42569,,,43133,,,11411.0,23832.0,2311.0,87.0,,256.0,12452.0,17826.0,1071.0,465.0,220.0,115.0,115.0,2.0,,1.0,176.0,186.0
VT,586536,488.3,552864.773,7564.18,1887.639,10402.527999999998,127.51399999999998,2316.4809999999998,11347.598000000002,11083.487000000003,3242.194,2790.788,72701.85500000001,4471.6,62089.983,26.409999999999997,308604.81100000005,809702.0,0.2214,79.04491033818182,150728,760.7,146922.88199999998,530.59,485.004,1103.158,27.41,175.308,1441.765,1304.8469999999998,49592.763,4204.689,41626.36,53652.187,11544.622999999998,20.53,20200715,1318.0,77040.0,77.0,2.0,0.0,50.0,,,1104.0,5,56.0,18,50.0,70,1689,,,1691,,,146.0,17.0,53.0,2.0,,0.0,25.0,77.0,53.0,,,2.0,2.0,,,,5.0,2.0
WA,7112821,1091.0,5386964.772,268844.89100000006,90846.966,600738.5010000002,47917.765999999996,303756.927,410934.29099999997,889637.6090000002,73777.219,42330.943999999996,731560.061,89826.847,789936.7130000001,69.97000000000001,3435835.145,2040025.0,0.5633888888888888,195.57630053092586,1428378,1733.6000000000004,1238871.523,33450.341,13638.597999999998,98947.63799999999,4345.445999999999,14389.856000000002,24205.921000000002,50008.863,487928.15699999995,68403.69300000001,430701.29500000004,413284.95100000006,112342.59000000003,49.61,20200715,42304.0,675930.0,655.0,196.0,96.0,4788.0,,,,73,1438.0,3125,4788.0,1438,21168,,,22269,,,1649.0,13279.0,1640.0,483.0,886.0,660.0,725.0,12768.0,933.0,48.0,184.0,115.0,115.0,30.0,14.0,28.0,31.0,147.0
WI,5440090,2053.3000000000006,4634001.365999999,365996.951,36330.308999999994,158626.93499999997,500.248,113094.84500000002,129917.30399999999,377261.15800000005,35307.81399999999,23893.144000000004,640733.5780000001,37011.989000000016,627357.1780000001,121.54,2804534.9439999997,3664125.0,0.22303265306122452,234.5169289489796,1187235,3266.4999999999995,1112875.7559999998,43772.42100000001,4938.309999999999,13251.034000000001,180.515,5805.2739999999985,5967.313999999998,24131.886999999995,406140.418,31354.546999999995,314849.1720000001,343957.498,89017.633,86.43000000000002,20200715,42197.0,686299.0,748.0,190.0,348.0,3923.0,810.0,,29923.0,22,834.0,337,3923.0,981,15968,,,16474,,,6752.0,,1447.0,384.0,,,4261.0,4392.0,582.0,197.0,,24.0,24.0,10.0,,0.0,11.0,14.0
WV,1388901,1019.8,1279920.4470000002,58714.81999999999,3085.561,13297.53,183.615,6237.006999999998,27127.302000000003,23508.445999999996,12304.277999999998,16890.5,168508.08999999997,8089.378000000001,228733.715,59.64999999999999,584625.2130000001,1574649.0,0.49386250000000004,163.43944905125,353085,1664.2,336035.94599999994,11043.604000000001,752.6279999999999,2201.356,48.856,489.8719999999999,2565.7439999999997,2320.302,125604.219,15686.482999999998,131833.12199999997,81066.764,33412.936,47.21,20200715,4557.0,213347.0,108.0,44.0,27.0,164.0,73.0,50.0,2999.0,6,97.0,164,164.0,246,6073,,,6097,,,324.0,,,,,,627.0,6.0,58.0,3.0,,,,,,,,56.0
WY,321628,233.0,288982.08900000004,4372.534000000001,11537.205999999998,2328.4700000000003,496.57900000000006,5039.079,8854.961000000001,33512.972,2280.082,3183.9349999999995,37146.969,2294.492,31672.742,15.169999999999998,158347.63799999998,468048.0,0.2754666666666667,12.691996167000001,71929,412.1,68267.44,635.396,1457.4569999999999,346.12399999999997,17.27,621.991,587.46,3696.62,25282.791,3043.625,22255.767,23198.173,5702.623,11.52,20200715,1985.0,40929.0,19.0,,,131.0,,,1506.0,4,22.0,11,131.0,147,2981,1780.0,57566.0,2994,,,20.0,255.0,9.0,346.0,6.0,,78.0,453.0,9.0,0.0,2.0,0.0,0.0,9.0,,,0.0,17.0
