,date,state,positive,negative,hospitalized_currently,in_icu_currently,on_ventilator_currently,hospitalized_cumulative,in_icu_cumulative,on_ventilator_cumulative,recovered,death_increase,death,hospitalized_increase,hospitalized,positive_increase,negative_increase,positive_tests_viral,negative_tests_viral,total_test_results_increase,data_quality_grade,cases_white,cases_black,cases_latinx,cases_asian,cases_aian,cases_nhpi,cases_multiracial,cases_other,cases_unknown,deaths_white,deaths_black,deaths_latinx,deaths_asian,deaths_asian,deaths_aian,deaths_nhpi,deaths_multiracial,deaths_ethnicity_hispanic,deaths_other,deaths_unknown
6747,20200317,MP,0.0,,,,,,,,,0,,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6748,20200317,MS,21.0,368.0,,,,,,,,0,,0,,9,91,,,100,,,,,,,,,,,,,,,,,,,,,
6749,20200317,MT,8.0,303.0,,,,,,,,0,,0,,1,105,,,106,,,,,,,,,,,,,,,,,,,,,
6750,20200317,NC,40.0,474.0,,,,,,,,0,0.0,0,,7,178,,,185,,,,,,,,,,,,,,,,,,,,,
6751,20200317,ND,3.0,220.0,,,,,,,,0,0.0,0,,2,97,,,99,,,,,,,,,,,,,,,,,,,,,
6752,20200317,NE,21.0,206.0,,,,,,,,0,,0,,3,36,,,39,,,,,,,,,,,,,,,,,,,,,
6753,20200317,NH,17.0,355.0,,,,,,,,0,,0,,4,84,,,88,,,,,,,,,,,,,,,,,,,,,
6754,20200317,NJ,267.0,163.0,,,,,,,,1,3.0,0,,89,43,,,132,,,,,,,,,,,,,,,,,,,,,
6755,20200317,NM,23.0,1249.0,,,,,,,,0,,0,,6,683,,,689,,,,,,,,,,,,,,,,,,,,,
6756,20200317,NV,55.0,168.0,,,,,,,,0,1.0,0,,10,0,,,10,,,,,,,,,,,,,,,,,,,,,
6757,20200317,NY,1700.0,5506.0,325.0,,,,,,,0,7.0,0,,750,963,,,1713,,,,,,,,,,,,,,,,,,,,,
6758,20200317,OH,67.0,140.0,,,,,,,,0,,0,,17,0,,,17,,,,,,,,,,,,,,,,,,,,,
6759,20200317,OK,17.0,247.0,,,,,,,,0,,0,,7,73,,,80,,,,,,,,,,,,,,,,,,,,,
6760,20200317,OR,47.0,689.0,,,,,,,,0,,0,,8,110,,,118,,,,,,,,,,,,,,,,,,,,,
6761,20200317,PA,96.0,879.0,,,,,,,,0,,0,,20,209,,,229,,,,,,,,,,,,,,,,,,,,,
6762,20200317,PR,5.0,13.0,,,,,,,,0,,0,,0,4,,,4,,,,,,,,,,,,,,,,,,,,,
6763,20200317,RI,33.0,608.0,,,,,,,,0,,0,,11,153,40.0,637.0,164,,,,,,,,,,,,,,,,,,,,,
6764,20200317,SC,33.0,311.0,,,,,,,,0,1.0,0,,5,76,,,81,,,,,,,,,,,,,,,,,,,,,
6765,20200317,SD,11.0,551.0,,,,,,,,0,,0,,1,57,,,58,,,,,,,,,,,,,,,,,,,,,
6766,20200317,TN,73.0,330.0,,,,,,,,0,,0,,21,60,,,81,,,,,,,,,,,,,,,,,,,,,
6767,20200317,TX,64.0,1204.0,,,,,,,,1,1.0,0,,7,1204,,,1211,,,,,,,,,,,,,,,,,,,,,
6768,20200317,UT,51.0,131.0,,,,,,,,0,0.0,0,,12,0,,,12,,,,,,,,,,,,,,,,,,,,,
6769,20200317,VA,67.0,961.0,,,,,,,,0,1.0,0,,16,523,,,539,,,,,,,,,,,,,,,,,,,,,
6770,20200317,VI,2.0,,,,,,,,,0,,0,,1,0,,,1,,,,,,,,,,,,,,,,,,,,,
6771,20200317,VT,19.0,581.0,,,,,,,,0,,0,,2,94,,,96,,,,,,,,,,,,,,,,,,,,,
6772,20200317,WA,3432.0,25997.0,,,,,,,,9,78.0,0,,325,4313,,,4638,,,,,,,,,,,,,,,,,,,,,
6773,20200317,WI,83.0,1038.0,,,,,,,,0,,0,,27,534,,,561,,,,,,,,,,,,,,,,,,,,,
6774,20200317,WV,0.0,80.0,,,,,,,,0,0.0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6775,20200317,WY,10.0,95.0,,,,,,,,0,,0,,7,95,,,102,,,,,,,,,,,,,,,,,,,,,
6776,20200316,AK,1.0,143.0,,,,,,,,0,0.0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6777,20200316,AL,28.0,28.0,,,,,,,,0,0.0,0,,16,0,,,16,,,,,,,,,,,,,,,,,,,,,
6778,20200316,AR,22.0,132.0,,,,,,,,0,,0,,6,29,,,35,,,,,,,,,,,,,,,,,,,,,
6779,20200316,AS,,,,,,,,,,0,,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6780,20200316,AZ,18.0,125.0,,,,42.0,,,,0,0.0,6,42.0,6,4,,,10,,,,,,,,,,,,,,,,,,,,,
6781,20200316,CA,335.0,7981.0,,,,,,,,1,6.0,0,,42,7065,,,7107,,,,,,,,,,,,,,,,,,,,,
6782,20200316,CO,131.0,627.0,,,,,,,,0,1.0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6783,20200316,CT,26.0,125.0,,,,,,,,0,,0,,6,0,,,6,,,,,,,,,,,,,,,,,,,,,
6784,20200316,DC,17.0,96.0,,,,,,,,0,,0,,1,17,,,18,,,,,,,,,,,,,,,,,,,,,
6785,20200316,DE,8.0,36.0,,,,,,,,0,0.0,0,,2,0,,,2,,,,,,,,,,,,,,,,,,,,,
6786,20200316,FL,141.0,684.0,,,,,,,,0,4.0,0,,25,6,,,31,,,,,,,,,,,,,,,,,,,,,
6787,20200316,GA,121.0,,,,,,,,,0,1.0,0,,22,0,,,22,,,,,,,,,,,,,,,,,,,,,
6788,20200316,GU,3.0,23.0,,,,,,,,0,,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6789,20200316,HI,7.0,,,,,,,,,0,,0,,5,0,,,5,,,,,,,,,,,,,,,,,,,,,
6790,20200316,IA,22.0,83.0,,,,,,,,0,,0,,4,0,,,4,,,,,,,,,,,,,,,,,,,,,
6791,20200316,ID,5.0,265.0,,,,,,,,0,,0,,0,91,,,91,,,,,,,,,,,,,,,,,,,,,
6792,20200316,IL,93.0,932.0,,,,,,,,0,,0,,29,483,,,512,,,,,,,,,,,,,,,,,,,,,
6793,20200316,IN,24.0,115.0,,,,,,,,1,1.0,0,,5,13,,,18,,,,,,,,,,,,,,,,,,,,,
6794,20200316,KS,11.0,166.0,,,,,,,,0,1.0,0,,3,31,,,34,,,,,,,,,,,,,,,,,,,,,
6795,20200316,KY,21.0,234.0,,,,,,,,0,1.0,0,,5,95,,,100,,,,,,,,,,,,,,,,,,,,,
6796,20200316,LA,115.0,188.0,,,,,,,,0,2.0,0,,25,32,,,57,,,,,,,,,,,,,,,,,,,,,
6797,20200316,MA,97.0,1199.0,,,,,,,,0,,0,,33,615,,,648,,,,,,,,,,,,,,,,,,,,,
6798,20200316,MD,37.0,94.0,,,,,,,,2,2.0,0,,6,0,,,6,,,,,,,,,,,,,,,,,,,,,
6799,20200316,ME,17.0,764.0,,,,,,,,0,,0,,14,673,,,687,,,,,,,,,,,,,,,,,,,,,
6800,20200316,MI,1933.0,272.0,,,,,,,,0,,0,,453,67,,,520,,,,,,,,,,,,,,,,,,,,,
6801,20200316,MN,179.0,1839.0,,,,,,,,0,,0,,51,452,,,503,,,,,,,,,,,,,,,,,,,,,
6802,20200316,MO,6.0,164.0,,,,,,,,0,0.0,0,,1,42,29.0,257.0,43,,,,,,,,,,,,,,,,,,,,,
6803,20200316,MP,0.0,,,,,,,,,0,,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6804,20200316,MS,12.0,277.0,,,,,,,,0,,0,,2,193,,,195,,,,,,,,,,,,,,,,,,,,,
6805,20200316,MT,7.0,198.0,,,,,,,,0,,0,,0,95,,,95,,,,,,,,,,,,,,,,,,,,,
6806,20200316,NC,33.0,296.0,,,,,,,,0,0.0,0,,1,69,,,70,,,,,,,,,,,,,,,,,,,,,
6807,20200316,ND,1.0,123.0,,,,,,,,0,0.0,0,,0,28,,,28,,,,,,,,,,,,,,,,,,,,,
6808,20200316,NE,18.0,170.0,,,,,,,,0,,0,,1,90,,,91,,,,,,,,,,,,,,,,,,,,,
6809,20200316,NH,13.0,271.0,,,,,,,,0,,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6810,20200316,NJ,178.0,120.0,,,,,,,,0,2.0,0,,80,0,,,80,,,,,,,,,,,,,,,,,,,,,
6811,20200316,NM,17.0,566.0,,,,,,,,0,,0,,4,84,,,88,,,,,,,,,,,,,,,,,,,,,
6812,20200316,NV,45.0,168.0,,,,,,,,0,1.0,0,,24,0,,,24,,,,,,,,,,,,,,,,,,,,,
6813,20200316,NY,950.0,4543.0,,,,,,,,4,7.0,0,,221,0,,,221,,,,,,,,,,,,,,,,,,,,,
6814,20200316,OH,50.0,140.0,,,,,,,,0,,0,,14,1,,,15,,,,,,,,,,,,,,,,,,,,,
6815,20200316,OK,10.0,174.0,,,,,,,,0,,0,,1,56,,,57,,,,,,,,,,,,,,,,,,,,,
6816,20200316,OR,39.0,579.0,,,,,,,,0,,0,,3,159,,,162,,,,,,,,,,,,,,,,,,,,,
6817,20200316,PA,76.0,670.0,,,,,,,,0,,0,,13,465,,,478,,,,,,,,,,,,,,,,,,,,,
6818,20200316,PR,5.0,9.0,,,,,,,,0,,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6819,20200316,RI,22.0,455.0,,,,,,,,0,,0,,2,91,24.0,475.0,93,,,,,,,,,,,,,,,,,,,,,
6820,20200316,SC,28.0,235.0,,,,,,,,1,1.0,0,,9,81,,,90,,,,,,,,,,,,,,,,,,,,,
6821,20200316,SD,10.0,494.0,,,,,,,,0,,0,,1,167,,,168,,,,,,,,,,,,,,,,,,,,,
6822,20200316,TN,52.0,270.0,,,,,,,,0,,0,,13,113,,,126,,,,,,,,,,,,,,,,,,,,,
6823,20200316,TX,57.0,,,,,,,,,0,,0,,1,0,,,1,,,,,,,,,,,,,,,,,,,,,
6824,20200316,UT,39.0,131.0,,,,,,,,0,0.0,0,,11,0,,,11,,,,,,,,,,,,,,,,,,,,,
6825,20200316,VA,51.0,438.0,,,,,,,,0,1.0,0,,6,75,,,81,,,,,,,,,,,,,,,,,,,,,
6826,20200316,VI,1.0,,,,,,,,,0,,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6827,20200316,VT,17.0,487.0,,,,,,,,0,,0,,5,82,,,87,,,,,,,,,,,,,,,,,,,,,
6828,20200316,WA,3107.0,21684.0,,,,,,,,12,69.0,0,,369,4526,,,4895,,,,,,,,,,,,,,,,,,,,,
6829,20200316,WI,56.0,504.0,,,,,,,,0,,0,,19,191,,,210,,,,,,,,,,,,,,,,,,,,,
6830,20200316,WV,0.0,80.0,,,,,,,,0,0.0,0,,0,42,,,42,,,,,,,,,,,,,,,,,,,,,
6831,20200316,WY,3.0,,,,,,,,,0,,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6832,20200315,AK,1.0,143.0,,,,,,,,0,0.0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6833,20200315,AL,12.0,28.0,,,,,,,,0,0.0,0,,6,6,,,12,,,,,,,,,,,,,,,,,,,,,
6834,20200315,AR,16.0,103.0,,,,,,,,0,,0,,4,38,,,42,,,,,,,,,,,,,,,,,,,,,
6835,20200315,AZ,12.0,121.0,,,,36.0,,,,0,0.0,10,36.0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6836,20200315,CA,293.0,916.0,,,,,,,,0,5.0,0,,41,0,,,41,,,,,,,,,,,,,,,,,,,,,
6837,20200315,CO,131.0,627.0,,,,,,,,0,1.0,0,,30,17,,,47,,,,,,,,,,,,,,,,,,,,,
6838,20200315,CT,20.0,125.0,,,,,,,,0,,0,,9,0,,,9,,,,,,,,,,,,,,,,,,,,,
6839,20200315,DC,16.0,79.0,,,,,,,,0,,0,,6,30,,,36,,,,,,,,,,,,,,,,,,,,,
6840,20200315,DE,6.0,36.0,,,,,,,,0,0.0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6841,20200315,FL,116.0,678.0,,,,,,,,1,4.0,0,,39,200,,,239,,,,,,,,,,,,,,,,,,,,,
6842,20200315,GA,99.0,,,,,,,,,0,1.0,0,,33,0,,,33,,,,,,,,,,,,,,,,,,,,,
6843,20200315,HI,2.0,,,,,,,,,0,,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6844,20200315,IA,18.0,83.0,,,,,,,,0,,0,,1,0,,,1,,,,,,,,,,,,,,,,,,,,,
6845,20200315,ID,5.0,174.0,,,,,,,,0,,0,,3,0,,,3,,,,,,,,,,,,,,,,,,,,,
6846,20200315,IL,64.0,449.0,,,,,,,,0,,0,,18,133,,,151,,,,,,,,,,,,,,,,,,,,,
6847,20200315,IN,19.0,102.0,,,,,,,,0,0.0,0,,4,28,,,32,,,,,,,,,,,,,,,,,,,,,
6848,20200315,KS,8.0,135.0,,,,,,,,0,1.0,0,,2,42,,,44,,,,,,,,,,,,,,,,,,,,,
6849,20200315,KY,16.0,139.0,,,,,,,,0,1.0,0,,2,0,,,2,,,,,,,,,,,,,,,,,,,,,
6850,20200315,LA,90.0,156.0,,,,,,,,2,2.0,0,,39,47,,,86,,,,,,,,,,,,,,,,,,,,,
6851,20200315,MA,64.0,584.0,,,,,,,,0,,0,,26,584,,,610,,,,,,,,,,,,,,,,,,,,,
6852,20200315,MD,31.0,94.0,,,,,,,,0,,0,,5,0,,,5,,,,,,,,,,,,,,,,,,,,,
6853,20200315,ME,3.0,91.0,,,,,,,,0,,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6854,20200315,MI,1480.0,205.0,,,,,,,,0,,0,,284,0,,,284,,,,,,,,,,,,,,,,,,,,,
6855,20200315,MN,128.0,1387.0,,,,,,,,0,,0,,38,540,,,578,,,,,,,,,,,,,,,,,,,,,
6856,20200315,MO,5.0,122.0,,,,,,,,0,0.0,0,,1,32,19.0,168.0,33,,,,,,,,,,,,,,,,,,,,,
6857,20200315,MS,10.0,84.0,,,,,,,,0,,0,,4,0,,,4,,,,,,,,,,,,,,,,,,,,,
6858,20200315,MT,7.0,103.0,,,,,,,,0,,0,,2,0,,,2,,,,,,,,,,,,,,,,,,,,,
6859,20200315,NC,32.0,227.0,,,,,,,,0,,0,,9,90,,,99,,,,,,,,,,,,,,,,,,,,,
6860,20200315,ND,1.0,95.0,,,,,,,,0,0.0,0,,0,41,,,41,,,,,,,,,,,,,,,,,,,,,
6861,20200315,NE,17.0,80.0,,,,,,,,0,,0,,3,0,,,3,,,,,,,,,,,,,,,,,,,,,
6862,20200315,NH,13.0,271.0,,,,,,,,0,,0,,6,59,,,65,,,,,,,,,,,,,,,,,,,,,
6863,20200315,NJ,98.0,120.0,,,,,,,,1,2.0,0,,48,23,,,71,,,,,,,,,,,,,,,,,,,,,
6864,20200315,NM,13.0,482.0,,,,,,,,0,,0,,3,245,,,248,,,,,,,,,,,,,,,,,,,,,
6865,20200315,NV,21.0,168.0,,,,,,,,1,1.0,0,,1,0,,,1,,,,,,,,,,,,,,,,,,,,,
6866,20200315,NY,729.0,4543.0,,,,,,,,3,3.0,0,,205,1764,,,1969,,,,,,,,,,,,,,,,,,,,,
6867,20200315,OH,36.0,139.0,,,,,,,,0,,0,,23,89,,,112,,,,,,,,,,,,,,,,,,,,,
6868,20200315,OK,9.0,118.0,,,,,,,,0,,0,,5,82,,,87,,,,,,,,,,,,,,,,,,,,,
6869,20200315,OR,36.0,420.0,,,,,,,,0,,0,,6,83,,,89,,,,,,,,,,,,,,,,,,,,,
6870,20200315,PA,63.0,205.0,,,,,,,,0,,0,,16,0,,,16,,,,,,,,,,,,,,,,,,,,,
6871,20200315,RI,20.0,364.0,,,,,,,,0,,0,,1,54,22.0,380.0,55,,,,,,,,,,,,,,,,,,,,,
6872,20200315,SC,19.0,154.0,,,,,,,,0,,0,,6,44,,,50,,,,,,,,,,,,,,,,,,,,,
6873,20200315,SD,9.0,327.0,,,,,,,,0,,0,,0,145,,,145,,,,,,,,,,,,,,,,,,,,,
6874,20200315,TN,39.0,157.0,,,,,,,,0,,0,,7,27,,,34,,,,,,,,,,,,,,,,,,,,,
6875,20200315,TX,56.0,,,,,,,,,0,,0,,5,0,,,5,,,,,,,,,,,,,,,,,,,,,
6876,20200315,UT,28.0,131.0,,,,,,,,0,0.0,0,,22,0,,,22,,,,,,,,,,,,,,,,,,,,,
6877,20200315,VA,45.0,363.0,,,,,,,,1,1.0,0,,15,246,,,261,,,,,,,,,,,,,,,,,,,,,
6878,20200315,VT,12.0,405.0,,,,,,,,0,,0,,4,73,,,77,,,,,,,,,,,,,,,,,,,,,
6879,20200315,WA,2738.0,17158.0,,,,,,,,6,57.0,0,,254,1435,,,1689,,,,,,,,,,,,,,,,,,,,,
6880,20200315,WI,37.0,313.0,,,,,,,,0,,0,,14,144,,,158,,,,,,,,,,,,,,,,,,,,,
6881,20200315,WV,0.0,38.0,,,,,,,,0,0.0,0,,0,12,,,12,,,,,,,,,,,,,,,,,,,,,
6882,20200315,WY,3.0,,,,,,,,,0,,0,,1,0,,,1,,,,,,,,,,,,,,,,,,,,,
6883,20200314,AK,1.0,143.0,,,,,,,,0,0.0,0,,0,84,,,84,,,,,,,,,,,,,,,,,,,,,
6884,20200314,AL,6.0,22.0,,,,,,,,0,,0,,5,11,,,16,,,,,,,,,,,,,,,,,,,,,
6885,20200314,AR,12.0,65.0,,,,,,,,0,,0,,3,35,,,38,,,,,,,,,,,,,,,,,,,,,
6886,20200314,AZ,12.0,121.0,,,,26.0,,,,0,0.0,4,26.0,3,27,,,30,,,,,,,,,,,,,,,,,,,,,
6887,20200314,CA,252.0,916.0,,,,,,,,1,5.0,0,,50,0,,,50,,,,,,,,,,,,,,,,,,,,,
6888,20200314,CO,101.0,610.0,,,,,,,,1,1.0,0,,29,86,,,115,,,,,,,,,,,,,,,,,,,,,
6889,20200314,CT,11.0,125.0,,,,,,,,0,,0,,5,26,,,31,,,,,,,,,,,,,,,,,,,,,
6890,20200314,DC,10.0,49.0,,,,,,,,0,,0,,0,29,,,29,,,,,,,,,,,,,,,,,,,,,
6891,20200314,DE,6.0,36.0,,,,,,,,0,0.0,0,,2,6,,,8,,,,,,,,,,,,,,,,,,,,,
6892,20200314,FL,77.0,478.0,,,,,,,,1,3.0,0,,27,0,,,27,,,,,,,,,,,,,,,,,,,,,
6893,20200314,GA,66.0,,,,,,,,,0,1.0,0,,24,0,,,24,,,,,,,,,,,,,,,,,,,,,
6894,20200314,HI,2.0,,,,,,,,,0,,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6895,20200314,IA,17.0,83.0,,,,,,,,0,,0,,1,0,,,1,,,,,,,,,,,,,,,,,,,,,
6896,20200314,ID,2.0,174.0,,,,,,,,0,,0,,2,43,,,45,,,,,,,,,,,,,,,,,,,,,
6897,20200314,IL,46.0,316.0,,,,,,,,0,,0,,14,22,,,36,,,,,,,,,,,,,,,,,,,,,
6898,20200314,IN,15.0,74.0,,,,,,,,0,0.0,0,,3,13,,,16,,,,,,,,,,,,,,,,,,,,,
6899,20200314,KS,6.0,93.0,,,,,,,,1,1.0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6900,20200314,KY,14.0,139.0,,,,,,,,1,1.0,0,,3,32,,,35,,,,,,,,,,,,,,,,,,,,,
6901,20200314,LA,51.0,109.0,,,,,,,,0,,0,,15,72,,,87,,,,,,,,,,,,,,,,,,,,,
6902,20200314,MA,38.0,,,,,,,,,0,,0,,15,0,,,15,,,,,,,,,,,,,,,,,,,,,
6903,20200314,MD,26.0,94.0,,,,,,,,0,,0,,9,0,,,9,,,,,,,,,,,,,,,,,,,,,
6904,20200314,ME,3.0,91.0,,,,,,,,0,,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6905,20200314,MI,1196.0,205.0,,,,,,,,0,,0,,251,72,,,323,,,,,,,,,,,,,,,,,,,,,
6906,20200314,MN,90.0,847.0,,,,,,,,0,,0,,28,306,,,334,,,,,,,,,,,,,,,,,,,,,
6907,20200314,MO,4.0,90.0,,,,,,,,0,0.0,0,,2,19,12.0,102.0,21,,,,,,,,,,,,,,,,,,,,,
6908,20200314,MS,6.0,84.0,,,,,,,,0,,0,,2,43,,,45,,,,,,,,,,,,,,,,,,,,,
6909,20200314,MT,5.0,103.0,,,,,,,,0,,0,,4,48,,,52,,,,,,,,,,,,,,,,,,,,,
6910,20200314,NC,23.0,137.0,,,,,,,,0,,0,,8,51,,,59,,,,,,,,,,,,,,,,,,,,,
6911,20200314,ND,1.0,54.0,,,,,,,,0,0.0,0,,0,15,,,15,,,,,,,,,,,,,,,,,,,,,
6912,20200314,NE,14.0,80.0,,,,,,,,0,,0,,1,0,,,1,,,,,,,,,,,,,,,,,,,,,
6913,20200314,NH,7.0,212.0,,,,,,,,0,,0,,1,118,,,119,,,,,,,,,,,,,,,,,,,,,
6914,20200314,NJ,50.0,97.0,,,,,,,,0,1.0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6915,20200314,NM,10.0,237.0,,,,,,,,0,,0,,0,47,,,47,,,,,,,,,,,,,,,,,,,,,
6916,20200314,NV,20.0,168.0,,,,,,,,0,0.0,0,,9,0,,,9,,,,,,,,,,,,,,,,,,,,,
6917,20200314,NY,524.0,2779.0,,,,,,,,0,,0,,103,0,,,103,,,,,,,,,,,,,,,,,,,,,
6918,20200314,OH,13.0,50.0,,,,,,,,0,,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6919,20200314,OK,4.0,36.0,,,,,,,,0,,0,,1,0,,,1,,,,,,,,,,,,,,,,,,,,,
6920,20200314,OR,30.0,337.0,,,,,,,,0,,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6921,20200314,PA,47.0,205.0,,,,,,,,0,,0,,6,65,,,71,,,,,,,,,,,,,,,,,,,,,
6922,20200314,RI,19.0,310.0,,,,,,,,0,,0,,0,86,21.0,326.0,86,,,,,,,,,,,,,,,,,,,,,
6923,20200314,SC,13.0,110.0,,,,,,,,0,,0,,1,35,,,36,,,,,,,,,,,,,,,,,,,,,
6924,20200314,SD,9.0,182.0,,,,,,,,0,,0,,0,109,,,109,,,,,,,,,,,,,,,,,,,,,
6925,20200314,TN,32.0,130.0,,,,,,,,0,,0,,6,14,,,20,,,,,,,,,,,,,,,,,,,,,
6926,20200314,TX,51.0,,,,,,,,,0,,0,,12,0,,,12,,,,,,,,,,,,,,,,,,,,,
6927,20200314,UT,6.0,131.0,,,,,,,,0,,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6928,20200314,VA,30.0,117.0,,,,,,,,0,,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6929,20200314,VT,8.0,332.0,,,,,,,,0,,0,,3,109,,,112,,,,,,,,,,,,,,,,,,,,,
6930,20200314,WA,2484.0,15723.0,,,,,,,,4,51.0,0,,266,2063,,,2329,,,,,,,,,,,,,,,,,,,,,
6931,20200314,WI,23.0,169.0,,,,,,,,0,,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6932,20200314,WV,0.0,26.0,,,,,,,,0,,0,,0,9,,,9,,,,,,,,,,,,,,,,,,,,,
6933,20200314,WY,2.0,,,,,,,,,0,,0,,1,0,,,1,,,,,,,,,,,,,,,,,,,,,
6934,20200313,AK,1.0,59.0,,,,,,,,0,0.0,0,,1,13,,,14,,,,,,,,,,,,,,,,,,,,,
6935,20200313,AL,1.0,11.0,,,,,,,,0,,0,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,
6936,20200313,AR,9.0,30.0,,,,,,,,0,,0,,3,6,,,9,,,,,,,,,,,,,,,,,,,,,
6937,20200313,AZ,9.0,94.0,,,,22.0,,,,0,0.0,6,22.0,0,12,,,12,,,,,,,,,,,,,,,,,,,,,
6938,20200313,CA,202.0,916.0,,,,,,,,0,4.0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6939,20200313,CO,72.0,524.0,,,,,,,,0,,0,,27,226,,,253,,,,,,,,,,,,,,,,,,,,,
6940,20200313,CT,6.0,99.0,,,,,,,,0,,0,,0,10,,,10,,,,,,,,,,,,,,,,,,,,,
6941,20200313,DC,10.0,20.0,,,,,,,,0,,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6942,20200313,DE,4.0,30.0,,,,,,,,0,0.0,0,,0,7,,,7,,,,,,,,,,,,,,,,,,,,,
6943,20200313,FL,50.0,478.0,,,,,,,,0,2.0,0,,18,177,,,195,,,,,,,,,,,,,,,,,,,,,
6944,20200313,GA,42.0,,,,,,,,,1,1.0,0,,11,0,,,11,,,,,,,,,,,,,,,,,,,,,
6945,20200313,HI,2.0,,,,,,,,,0,,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6946,20200313,IA,16.0,83.0,,,,,,,,0,,0,,2,16,,,18,,,,,,,,,,,,,,,,,,,,,
6947,20200313,ID,0.0,131.0,,,,,,,,0,,0,,0,38,,,38,,,,,,,,,,,,,,,,,,,,,
6948,20200313,IL,32.0,294.0,,,,,,,,0,,0,,7,28,,,35,,,,,,,,,,,,,,,,,,,,,
6949,20200313,IN,12.0,61.0,,,,,,,,0,,0,,0,9,,,9,,,,,,,,,,,,,,,,,,,,,
6950,20200313,KS,6.0,93.0,,,,,,,,0,,0,,2,52,,,54,,,,,,,,,,,,,,,,,,,,,
6951,20200313,KY,11.0,107.0,,,,,,,,0,,0,,3,51,,,54,,,,,,,,,,,,,,,,,,,,,
6952,20200313,LA,36.0,37.0,,,,,,,,0,,0,,22,0,,,22,,,,,,,,,,,,,,,,,,,,,
6953,20200313,MA,23.0,,,,,,,,,0,,0,,15,0,,,15,,,,,,,,,,,,,,,,,,,,,
6954,20200313,MD,17.0,94.0,,,,,,,,0,,0,,5,0,,,5,,,,,,,,,,,,,,,,,,,,,
6955,20200313,ME,3.0,91.0,,,,,,,,0,,0,,2,26,,,28,,,,,,,,,,,,,,,,,,,,,
6956,20200313,MI,945.0,133.0,,,,,,,,0,,0,,243,42,,,285,,,,,,,,,,,,,,,,,,,,,
6957,20200313,MN,62.0,541.0,,,,,,,,0,,0,,19,234,,,253,,,,,,,,,,,,,,,,,,,,,
6958,20200313,MO,2.0,71.0,,,,,,,,0,,0,,1,7,11.0,76.0,8,,,,,,,,,,,,,,,,,,,,,
6959,20200313,MS,4.0,41.0,,,,,,,,0,,0,,3,0,,,3,,,,,,,,,,,,,,,,,,,,,
6960,20200313,MT,1.0,55.0,,,,,,,,0,,0,,0,21,,,21,,,,,,,,,,,,,,,,,,,,,
6961,20200313,NC,15.0,86.0,,,,,,,,0,,0,,3,26,,,29,,,,,,,,,,,,,,,,,,,,,
6962,20200313,ND,1.0,39.0,,,,,,,,0,0.0,0,,0,27,,,27,,,,,,,,,,,,,,,,,,,,,
6963,20200313,NE,13.0,80.0,,,,,,,,0,,0,,3,0,,,3,,,,,,,,,,,,,,,,,,,,,
6964,20200313,NH,6.0,94.0,,,,,,,,0,,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,
6965,20200313,NJ,50.0,97.0,,,,,,,,0,1.0,0,,20,23,,,43,,,,,,,,,,,,,,,,,,,,,
6966,20200313,NM,10.0,190.0,,,,,,,,0,,0,,5,35,,,40,,,,,,,,,,,,,,,,,,,,,
6967,20200313,NV,11.0,168.0,,,,,,,,0,0.0,0,,4,0,,,4,,,,,,,,,,,,,,,,,,,,,
6968,20200313,NY,421.0,2779.0,,,,,,,,0,,0,,205,2687,,,2892,,,,,,,,,,,,,,,,,,,,,
6969,20200313,OH,13.0,50.0,,,,,,,,0,,0,,8,20,,,28,,,,,,,,,,,,,,,,,,,,,
