,date,state,positive,negative,hospitalized_currently,in_icu_currently,on_ventilator_currently,hospitalized_cumulative,in_icu_cumulative,on_ventilator_cumulative,recovered,death_increase,death,hospitalized_increase,hospitalized,positive_increase,negative_increase,positive_tests_viral,negative_tests_viral,total_test_results_increase,data_quality_grade,cases_white,cases_black,cases_latinx,cases_asian,cases_aian,cases_nhpi,cases_multiracial,cases_other,cases_unknown,deaths_white,deaths_black,deaths_latinx,deaths_asian,deaths_asian,deaths_aian,deaths_nhpi,deaths_multiracial,deaths_ethnicity_hispanic,deaths_other,deaths_unknown
1707,20200615,MP,30.0,8139.0,,,,,,,19.0,0,2.0,0,,0,0,,,0,D,,,,,,,,,,,,,,,,,,,,
1708,20200615,MS,19799.0,210704.0,661.0,163.0,100.0,2680.0,,,15323.0,4,895.0,15,2680.0,283,16167,,,16450,A,,,,,,,,,,,,,,,,,,,,
1709,20200615,MT,609.0,60328.0,7.0,,,78.0,,,510.0,0,19.0,1,78.0,8,2022,,,2030,C,,,,,,,,,,,,,,,,,,,,
1710,20200615,NC,45102.0,593377.0,797.0,,,,,,29219.0,9,1118.0,0,,983,10366,,,11349,A,,,,,,,,,,,,,,,,,,,,
1711,20200615,ND,3101.0,84675.0,31.0,,,197.0,,,2683.0,1,68.0,0,197.0,21,875,,,896,F,,,,,,,,,,,,,,,,,,,,
1712,20200615,NE,16725.0,121030.0,160.0,,,1075.0,,,10121.0,0,216.0,5,1075.0,92,1548,,,1640,D,,,,,,,,,,,,,,,,,,,,
1713,20200615,NH,5345.0,93528.0,69.0,,,519.0,154.0,,4041.0,2,320.0,6,519.0,46,2406,,,2452,B,,,,,,,,,,,,,,,,,,,,
1714,20200615,NJ,167103.0,948980.0,1342.0,399.0,267.0,18755.0,,,28819.0,51,12676.0,18,18755.0,222,18245,,,18467,A+,,,,,,,,,,,,,,,,,,,,
1715,20200615,NM,9723.0,253942.0,162.0,,,1625.0,,,4114.0,4,435.0,0,1625.0,102,4569,,,4671,C,,,,,,,,,,,,,,,,,,,,
1716,20200615,NV,11279.0,205155.0,346.0,85.0,40.0,,,,636.0,4,483.0,0,,106,5717,,,5823,A+,,,,,,,,,,,,,,,,,,,,
1717,20200615,NY,383944.0,2607266.0,1608.0,470.0,323.0,89995.0,,,68851.0,28,24579.0,0,89995.0,620,55991,,,56611,A,,,,,,,,,,,,,,,,,,,,
1718,20200615,OH,41576.0,515592.0,513.0,216.0,157.0,6948.0,1776.0,,,16,2573.0,53,6948.0,428,10520,,,10948,B,,,,,,,,,,,,,,,,,,,,
1719,20200615,OK,8417.0,242587.0,149.0,67.0,,1117.0,,,6628.0,0,359.0,1,1117.0,186,0,9456.0,242587.0,186,A+,,,,,,,,,,,,,,,,,,,,
1720,20200615,OR,5820.0,170316.0,125.0,50.0,19.0,899.0,,,2396.0,4,180.0,24,899.0,184,2070,,,2254,A+,,,,,,,,,,,,,,,,,,,,
1721,20200615,PA,79121.0,513909.0,851.0,,178.0,,,,58549.0,28,6243.0,0,,323,9474,,,9797,A+,,,,,,,,,,,,,,,,,,,,
1722,20200615,PR,5890.0,113280.0,104.0,8.0,2.0,,,,,0,147.0,0,,79,0,2326.0,112331.0,79,C,,,,,,,,,,,,,,,,,,,,
1723,20200615,RI,16180.0,119304.0,127.0,21.0,14.0,1882.0,,,1474.0,18,851.0,29,1882.0,76,1711,22694.0,187532.0,1787,A+,,,,,,,,,,,,,,,,,,,,
1724,20200615,SC,19378.0,236179.0,536.0,,,1988.0,,,8682.0,2,602.0,0,1988.0,583,6638,26294.0,236179.0,7221,A+,,,,,,,,,,,,,,,,,,,,
1725,20200615,SD,5928.0,60467.0,93.0,,,544.0,,,4961.0,0,75.0,5,544.0,30,1046,,,1076,B,,,,,,,,,,,,,,,,,,,,
1726,20200615,TN,31160.0,598818.0,642.0,,,2106.0,,,20062.0,8,483.0,19,2106.0,728,14030,36284.0,593485.0,14758,B,,,,,,,,,,,,,,,,,,,,
1727,20200615,TX,89108.0,1225653.0,2326.0,,,,,,59089.0,7,1983.0,0,,1254,17524,,,18778,B,,,,,,,,,,,,,,,,,,,,
1728,20200615,UT,14608.0,258330.0,184.0,72.0,,1041.0,304.0,134.0,8380.0,4,143.0,13,1041.0,295,4930,,,5225,B,,,,,,,,,,,,,,,,,,,,
1729,20200615,VA,54886.0,424113.0,902.0,269.0,130.0,8132.0,,,7230.0,6,1552.0,-4,8132.0,380,9619,,,9999,A+,,,,,,,,,,,,,,,,,,,,
1730,20200615,VI,73.0,2305.0,,,,,,,64.0,0,6.0,0,,1,0,,,1,C,,,,,,,,,,,,,,,,,,,,
1731,20200615,VT,1128.0,51429.0,16.0,,,,,,912.0,0,55.0,0,,1,1574,,,1575,B,,,,,,,,,,,,,,,,,,,,
1732,20200615,WA,27493.0,416076.0,197.0,,41.0,3856.0,,,,4,1217.0,11,3856.0,398,10277,,,10675,B,,,,,,,,,,,,,,,,,,,,
1733,20200615,WI,25546.0,403447.0,284.0,100.0,,3061.0,680.0,,16837.0,2,694.0,12,3061.0,206,6081,,,6287,A+,,,,,,,,,,,,,,,,,,,,
1734,20200615,WV,2298.0,129655.0,25.0,8.0,2.0,,,,1585.0,0,88.0,0,,9,745,,,754,B,,,,,,,,,,,,,,,,,,,,
1735,20200615,WY,1060.0,31546.0,4.0,,,93.0,,,834.0,0,18.0,0,93.0,0,-459,941.0,30446.0,-459,C,,,,,,,,,,,,,,,,,,,,
1736,20200614,AK,661.0,72806.0,11.0,,1.0,,,,411.0,0,12.0,0,,7,1657,,,1664,A,378,17.0,,58.0,71.0,17.0,24.0,15.0,81.0,7.0,0.0,,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
1737,20200614,AL,25615.0,271840.0,540.0,,,2255.0,675.0,395.0,13508.0,0,773.0,14,2255.0,1014,3189,,,4203,B,8976,10497.0,,113.0,,,,1352.0,4674.0,375.0,350.0,,5.0,5.0,,,,18.0,12.0,31.0
1738,20200614,AR,12501.0,184488.0,204.0,,46.0,998.0,,162.0,8110.0,3,179.0,19,998.0,954,9018,,,9972,A,5701,3390.0,,111.0,36.0,688.0,,1503.0,1072.0,102.0,54.0,,1.0,1.0,,9.0,,10.0,8.0,
1739,20200614,AS,0.0,174.0,,,,,,,,0,0.0,0,,0,0,,,0,C,,,,,,,,,,,,,,,,,,,,0.0
1740,20200614,AZ,35691.0,302354.0,1457.0,452.0,317.0,4148.0,,,6333.0,3,1186.0,33,4148.0,1233,8415,,,9648,A+,6573,1000.0,9328.0,324.0,4019.0,,,992.0,13455.0,533.0,34.0,232.0,15.0,15.0,210.0,,,232.0,22.0,140.0
1741,20200614,CA,148855.0,2653141.0,4247.0,1280.0,,,,,,74,5063.0,0,,3212,74391,,,77603,B,19045,4966.0,59702.0,8350.0,204.0,743.0,789.0,11981.0,43075.0,1632.0,470.0,1985.0,722.0,722.0,14.0,23.0,35.0,1985.0,35.0,147.0
1742,20200614,CO,29017.0,215626.0,262.0,,,5244.0,,,4178.0,0,1348.0,10,5244.0,195,7987,,,8182,A,10041,1689.0,11241.0,780.0,160.0,122.0,227.0,244.0,4620.0,1001.0,106.0,334.0,55.0,55.0,8.0,6.0,14.0,334.0,7.0,63.0
1743,20200614,CT,45088.0,304018.0,205.0,,,9912.0,,,7611.0,15,4201.0,0,9912.0,94,4758,,,4852,B,15570,5846.0,8251.0,655.0,,,,252.0,14355.0,3070.0,625.0,355.0,45.0,45.0,,,,355.0,16.0,62.0
1744,20200614,DC,9767.0,54763.0,186.0,71.0,50.0,,,,1150.0,4,515.0,0,,58,1436,,,1494,A+,1939,4889.0,,156.0,25.0,29.0,,2458.0,271.0,55.0,382.0,66.0,7.0,7.0,,,,66.0,5.0,0.0
1745,20200614,DE,10264.0,71523.0,93.0,,,,,,6172.0,1,496.0,0,,35,1653,,,1688,A,2977,2734.0,2936.0,156.0,,,,511.0,950.0,257.0,112.0,27.0,1.0,1.0,,,,27.0,4.0,21.0
1746,20200614,FL,75568.0,1333447.0,,,,12224.0,,,,6,3022.0,69,12224.0,2016,36586,101662.0,1553385.0,38602,A,18571,13986.0,27080.0,,,,,2728.0,13203.0,1446.0,603.0,706.0,,,,,,706.0,94.0,82.0
1747,20200614,GA,57681.0,563109.0,829.0,,,9248.0,2034.0,,,5,2451.0,24,9248.0,880,20230,52357.0,563109.0,21110,A,14485,17461.0,8573.0,870.0,49.0,48.0,,1144.0,15051.0,1076.0,1170.0,116.0,38.0,38.0,3.0,5.0,,116.0,13.0,30.0
1748,20200614,GU,185.0,8358.0,,,,,,,168.0,0,5.0,0,,0,0,176.0,8249.0,0,B,7,,,86.0,,85.0,,4.0,3.0,,,,,,,,,,,5.0
1749,20200614,HI,723.0,59599.0,,,,89.0,,,628.0,0,17.0,2,89.0,17,967,,,984,D,158,7.0,,242.0,,158.0,,22.0,141.0,,,,,,,,,,,17.0
1750,20200614,IA,23926.0,200708.0,203.0,77.0,47.0,,,,14383.0,2,652.0,0,,209,4817,,,5026,A+,14594,2392.0,,2153.0,,,,4785.0,,515.0,32.0,,32.0,32.0,,,,45.0,71.0,
1751,20200614,ID,3399.0,59581.0,25.0,5.0,,266.0,98.0,,2837.0,0,87.0,1,266.0,46,276,,,322,A,1774,65.0,,47.0,54.0,12.0,130.0,384.0,929.0,83.0,1.0,,2.0,2.0,,,,6.0,1.0,
1752,20200614,IL,133404.0,1058442.0,1914.0,562.0,328.0,,,,,19,6489.0,0,,672,21368,,,22040,A,26338,22004.0,42950.0,3803.0,201.0,331.0,,4780.0,32136.0,2770.0,1793.0,1257.0,298.0,298.0,9.0,5.0,,1257.0,44.0,44.0
1753,20200614,IN,39909.0,308482.0,869.0,301.0,113.0,6419.0,1360.0,,28522.0,9,2422.0,70,6419.0,366,7388,,,7754,A+,17553,5126.0,,627.0,,,,7235.0,9368.0,1435.0,339.0,,10.0,10.0,,,,43.0,291.0,165.0
1754,20200614,KS,11047.0,118105.0,,,,973.0,324.0,143.0,667.0,0,243.0,0,973.0,0,0,,,0,A,7016,1081.0,,685.0,73.0,,,335.0,1857.0,165.0,60.0,,7.0,7.0,2.0,,,30.0,2.0,7.0
1755,20200614,KY,12445.0,282140.0,410.0,68.0,,2433.0,969.0,,3409.0,0,499.0,0,2433.0,0,0,,,0,B,6086,1309.0,,425.0,24.0,30.0,525.0,,4046.0,374.0,80.0,,8.0,8.0,,,8.0,15.0,,29.0
1756,20200614,LA,46619.0,462713.0,556.0,,76.0,,,,33904.0,10,3014.0,0,,336,4613,,,4949,B,,,,,,,,,46619.0,1293.0,1566.0,,22.0,22.0,2.0,2.0,,59.0,18.0,94.0
1757,20200614,MA,105603.0,607107.0,1039.0,244.0,156.0,10802.0,,,88725.0,48,7624.0,30,10802.0,208,8906,,,9114,A+,31047,9821.0,20064.0,2112.0,,,,5280.0,37277.0,5596.0,632.0,526.0,198.0,198.0,,,,526.0,518.0,152.0
1758,20200614,MD,61701.0,353608.0,751.0,313.0,,10165.0,,,4541.0,13,2939.0,112,10165.0,396,6155,,,6551,B,12022,17692.0,16738.0,1200.0,,,,3140.0,10909.0,1260.0,1200.0,302.0,113.0,113.0,,,,302.0,31.0,33.0
1759,20200614,ME,2793.0,67065.0,29.0,10.0,5.0,314.0,,,2173.0,0,100.0,1,314.0,36,1472,3413.0,67065.0,1508,B,1669,638.0,,41.0,7.0,1.0,12.0,57.0,368.0,87.0,1.0,,,,,,,0.0,1.0,11.0
1760,20200614,MI,66054.0,747444.0,636.0,253.0,139.0,,,,44964.0,3,6016.0,0,,218,13797,82079.0,747444.0,14015,A+,25026,19509.0,,1468.0,247.0,,4600.0,3593.0,11611.0,3096.0,2395.0,,77.0,77.0,19.0,,97.0,120.0,115.0,217.0
1761,20200614,MN,30471.0,387239.0,369.0,186.0,,3610.0,1110.0,,26090.0,15,1329.0,29,3610.0,6,-6,,,0,A,11183,6604.0,,2143.0,257.0,68.0,618.0,3956.0,5642.0,903.0,90.0,,41.0,41.0,16.0,1.0,7.0,40.0,18.0,222.0
1762,20200614,MO,15810.0,259679.0,647.0,,65.0,,,,,0,879.0,0,,0,5693,17275.0,252506.0,5693,B,6885,4803.0,,,,,379.0,1100.0,2641.0,510.0,308.0,,,,,,7.0,21.0,24.0,26.0
1763,20200614,MP,30.0,8139.0,,,,,,,19.0,0,2.0,0,,0,233,,,233,D,,,,,,,,,30.0,,,,,,,,,,,2.0
1764,20200614,MS,19516.0,194537.0,667.0,151.0,99.0,2665.0,,,13356.0,2,891.0,21,2665.0,168,0,,,168,A,5265,10276.0,1080.0,62.0,944.0,,,873.0,1016.0,372.0,454.0,15.0,0.0,0.0,43.0,,,15.0,4.0,3.0
1765,20200614,MT,601.0,58306.0,6.0,,,77.0,,,510.0,1,19.0,0,77.0,13,890,,,903,C,482,2.0,,1.0,78.0,,,10.0,28.0,,,,,,,,,,,
1766,20200614,NC,44119.0,583011.0,798.0,,,,,,23653.0,5,1109.0,0,,1443,13997,,,15440,A,16413,7955.0,,753.0,309.0,118.0,,4933.0,13638.0,637.0,365.0,,16.0,16.0,8.0,3.0,,74.0,47.0,33.0
1767,20200614,ND,3080.0,83800.0,35.0,,,197.0,,,2658.0,0,67.0,0,197.0,22,985,,,1007,F,,,,,,,,,3080.0,,,,,,,,,,,74.0
1768,20200614,NE,16633.0,119482.0,156.0,,,1070.0,,,9879.0,0,216.0,3,1070.0,120,1618,,,1738,D,7066,883.0,,883.0,126.0,12.0,,1299.0,6456.0,114.0,10.0,,9.0,9.0,1.0,0.0,,30.0,3.0,79.0
1769,20200614,NH,5299.0,91122.0,70.0,,,513.0,152.0,,3905.0,3,318.0,10,513.0,48,2417,,,2465,B,3240,271.0,424.0,133.0,,,,251.0,999.0,234.0,6.0,9.0,3.0,3.0,,,,9.0,10.0,58.0
1770,20200614,NJ,166881.0,930735.0,1391.0,386.0,285.0,18737.0,,,28714.0,36,12625.0,30,18737.0,276,19125,,,19401,A+,59409,28703.0,50731.0,8510.0,,,,19691.0,,6792.0,2336.0,2563.0,720.0,720.0,,,,2563.0,215.0,
1771,20200614,NM,9621.0,249373.0,172.0,,,1625.0,,,4072.0,5,431.0,0,1625.0,95,3615,,,3710,C,1124,198.0,2607.0,60.0,5313.0,,,,421.0,98.0,4.0,59.0,1.0,1.0,236.0,,,59.0,,37.0
1772,20200614,NV,11173.0,199438.0,332.0,83.0,69.0,,,,627.0,1,479.0,0,,227,5504,,,5731,A+,2719,824.0,2399.0,728.0,75.0,,,706.0,3722.0,217.0,58.0,72.0,65.0,65.0,3.0,,,72.0,12.0,37.0
1773,20200614,NY,383324.0,2551275.0,1657.0,499.0,346.0,89995.0,,,68761.0,24,24551.0,0,89995.0,694,61665,,,62359,A,,,,,,,,,383324.0,8040.0,5896.0,6227.0,1585.0,1585.0,,,,6227.0,1783.0,2911.0
1774,20200614,OH,41148.0,505072.0,511.0,216.0,145.0,6895.0,1762.0,,,3,2557.0,31,6895.0,300,7022,,,7322,B,20907,10233.0,,1307.0,46.0,99.0,1670.0,3115.0,3771.0,2001.0,463.0,,25.0,25.0,,,32.0,48.0,16.0,18.0
1775,20200614,OK,8231.0,242587.0,149.0,67.0,,1116.0,,,6578.0,0,359.0,5,1116.0,158,4221,9456.0,242587.0,4379,A+,5154,730.0,,397.0,575.0,,,337.0,1038.0,275.0,28.0,,3.0,3.0,25.0,,,11.0,9.0,19.0
1776,20200614,OR,5636.0,168246.0,133.0,47.0,15.0,875.0,,,2396.0,2,176.0,0,875.0,101,3302,,,3403,A+,2224,164.0,,178.0,114.0,104.0,89.0,1579.0,1184.0,129.0,6.0,,7.0,7.0,3.0,3.0,2.0,19.0,13.0,13.0
1777,20200614,PA,78798.0,504435.0,852.0,,189.0,,,,58310.0,4,6215.0,0,,336,7846,,,8182,A+,22700,9900.0,,1200.0,,,,529.0,44469.0,4419.0,1296.0,,144.0,144.0,,,,357.0,303.0,53.0
1778,20200614,PR,5811.0,113280.0,110.0,6.0,2.0,,,,,1,147.0,0,,121,0,2326.0,112331.0,121,C,,,,,,,,,5811.0,,,,,,,,,,,147.0
1779,20200614,RI,16104.0,117593.0,141.0,28.0,17.0,1853.0,,,1435.0,0,833.0,0,1853.0,32,884,22514.0,184571.0,916,A+,4209,1468.0,5350.0,,,,308.0,431.0,4181.0,561.0,40.0,69.0,,,,,0.0,69.0,9.0,154.0
1780,20200614,SC,18795.0,229541.0,521.0,,,1988.0,,,8682.0,1,600.0,0,1988.0,840,5590,25555.0,229541.0,6430,A+,6441,5828.0,,306.0,,,,1533.0,4684.0,261.0,272.0,,5.0,5.0,,,,11.0,11.0,54.0
1781,20200614,SD,5898.0,59421.0,87.0,,,539.0,,,4899.0,0,75.0,8,539.0,65,741,,,806,B,1914,944.0,986.0,654.0,740.0,,,660.0,0.0,,,,,,,,,,,75.0
1782,20200614,TN,30432.0,584788.0,588.0,,,2087.0,,,19896.0,3,475.0,14,2087.0,891,12967,35423.0,579620.0,13858,B,12989,6570.0,,469.0,,,,4893.0,5511.0,266.0,162.0,,10.0,10.0,,,,33.0,21.0,16.0
1783,20200614,TX,87854.0,1208129.0,2287.0,,,,,,58341.0,19,1976.0,0,,1843,33821,,,35664,B,4257,2552.0,6286.0,519.0,,,,99.0,74141.0,269.0,85.0,171.0,13.0,13.0,,,,171.0,5.0,1433.0
1784,20200614,UT,14313.0,253400.0,178.0,,,1028.0,302.0,134.0,8252.0,0,139.0,16,1028.0,332,4599,,,4931,B,4926,458.0,6054.0,348.0,433.0,567.0,,1724.0,1628.0,82.0,5.0,35.0,7.0,7.0,6.0,8.0,,35.0,11.0,6.0
1785,20200614,VA,54506.0,414494.0,958.0,334.0,155.0,8136.0,,,7178.0,5,1546.0,46,8136.0,637,8370,,,9007,A+,17317,7655.0,,,,,,12452.0,17082.0,932.0,333.0,,,,,,,153.0,167.0,114.0
1786,20200614,VI,72.0,2305.0,,,,,,,64.0,0,6.0,0,,0,21,,,21,C,,,,,,,,,72.0,,,,,,,,,,,6.0
1787,20200614,VT,1127.0,49855.0,26.0,,,,,,909.0,0,55.0,0,,2,1047,,,1049,B,943,90.0,,47.0,2.0,,,12.0,33.0,52.0,,,2.0,2.0,,,,0.0,1.0,0.0
1788,20200614,WA,27095.0,405799.0,229.0,,49.0,3845.0,,,,9,1213.0,28,3845.0,110,3650,,,3760,B,6918,1141.0,8136.0,1233.0,340.0,522.0,347.0,479.0,6718.0,822.0,38.0,135.0,106.0,106.0,15.0,12.0,16.0,135.0,26.0,47.0
1789,20200614,WI,25340.0,397366.0,289.0,101.0,,3049.0,680.0,,16558.0,1,692.0,14,3049.0,251,8967,,,9218,A+,12029,4252.0,,893.0,231.0,,,2880.0,2473.0,476.0,169.0,,19.0,19.0,9.0,,,76.0,7.0,12.0
1790,20200614,WV,2289.0,128910.0,30.0,8.0,2.0,,,,1571.0,0,88.0,0,,30,3652,,,3682,B,1819,152.0,,,,,,319.0,0.0,58.0,3.0,,,,,,,,,27.0
1791,20200614,WY,1060.0,32005.0,5.0,,,93.0,,,834.0,0,18.0,0,93.0,10,0,941.0,30446.0,10,C,414,9.0,104.0,5.0,265.0,3.0,,27.0,54.0,7.0,0.0,1.0,0.0,0.0,9.0,,,1.0,0.0,1.0
1792,20200613,AK,654.0,71149.0,12.0,,2.0,,,,405.0,0,12.0,0,,29,894,,,923,A,,,,,,,,,,,,,,,,,,,,
1793,20200613,AL,24601.0,268651.0,622.0,,,2241.0,672.0,395.0,13508.0,4,773.0,39,2241.0,891,5976,,,6867,B,,,,,,,,,,,,,,,,,,,,
1794,20200613,AR,11547.0,175470.0,203.0,,49.0,979.0,,160.0,7607.0,0,176.0,18,979.0,0,5895,,,5895,A,,,,,,,,,,,,,,,,,,,,
1795,20200613,AS,0.0,174.0,,,,,,,,0,0.0,0,,0,0,,,0,C,,,,,,,,,,,,,,,,,,,,
1796,20200613,AZ,34458.0,293939.0,1412.0,447.0,309.0,4115.0,,,6209.0,39,1183.0,36,4115.0,1540,4078,,,5618,A+,,,,,,,,,,,,,,,,,,,,
1797,20200613,CA,145643.0,2578750.0,4411.0,1313.0,,,,,,46,4989.0,0,,3660,58475,,,62135,B,,,,,,,,,,,,,,,,,,,,
1798,20200613,CO,28822.0,207639.0,274.0,,,5234.0,,,4184.0,9,1348.0,177,5234.0,175,1916,,,2091,A,,,,,,,,,,,,,,,,,,,,
1799,20200613,CT,44994.0,299260.0,233.0,,,9912.0,,,7611.0,27,4186.0,0,9912.0,305,13695,,,14000,B,,,,,,,,,,,,,,,,,,,,
1800,20200613,DC,9709.0,53327.0,197.0,78.0,52.0,,,,1143.0,5,511.0,0,,55,1028,,,1083,A+,,,,,,,,,,,,,,,,,,,,
1801,20200613,DE,10229.0,69870.0,93.0,,,,,,6116.0,1,495.0,0,,56,2349,,,2405,A,,,,,,,,,,,,,,,,,,,,
1802,20200613,FL,73552.0,1296861.0,,,,12155.0,,,,49,3016.0,169,12155.0,2581,31933,99168.0,1510430.0,34514,A,,,,,,,,,,,,,,,,,,,,
1803,20200613,GA,56801.0,542879.0,810.0,,,9224.0,2029.0,,,28,2446.0,43,9224.0,1018,6704,51203.0,548477.0,7722,A,,,,,,,,,,,,,,,,,,,,
1804,20200613,GU,185.0,8358.0,,,,,,,168.0,0,5.0,0,,1,15,174.0,8249.0,16,B,,,,,,,,,,,,,,,,,,,,
1805,20200613,HI,706.0,58632.0,,,,87.0,,,627.0,0,17.0,1,87.0,14,745,,,759,D,,,,,,,,,,,,,,,,,,,,
1806,20200613,IA,23717.0,195891.0,200.0,76.0,43.0,,,,14326.0,7,650.0,0,,380,4684,,,5064,A+,,,,,,,,,,,,,,,,,,,,
1807,20200613,ID,3353.0,59305.0,25.0,5.0,,265.0,98.0,,2776.0,1,87.0,0,265.0,51,1175,,,1226,A,,,,,,,,,,,,,,,,,,,,
1808,20200613,IL,132732.0,1037074.0,2117.0,610.0,352.0,,,,,29,6470.0,0,,673,21171,,,21844,A,,,,,,,,,,,,,,,,,,,,
1809,20200613,IN,39543.0,301094.0,871.0,316.0,118.0,6349.0,1354.0,,28241.0,17,2413.0,0,6349.0,397,5060,,,5457,A+,,,,,,,,,,,,,,,,,,,,
1810,20200613,KS,11047.0,118105.0,,,,973.0,324.0,143.0,667.0,0,243.0,0,973.0,0,0,,,0,A,,,,,,,,,,,,,,,,,,,,
1811,20200613,KY,12445.0,282140.0,410.0,68.0,,2433.0,969.0,,3409.0,6,499.0,27,2433.0,500,12991,,,13491,B,,,,,,,,,,,,,,,,,,,,
1812,20200613,LA,46283.0,458100.0,542.0,,76.0,,,,33904.0,8,3004.0,0,,1288,23561,,,24849,B,,,,,,,,,,,,,,,,,,,,
1813,20200613,MA,105395.0,598201.0,1069.0,249.0,162.0,10772.0,,,88725.0,38,7576.0,46,10772.0,336,9901,,,10237,A+,,,,,,,,,,,,,,,,,,,,
1814,20200613,MD,61305.0,347453.0,799.0,321.0,,10053.0,,,4536.0,26,2926.0,130,10053.0,692,7971,,,8663,B,,,,,,,,,,,,,,,,,,,,
1815,20200613,ME,2757.0,65593.0,29.0,10.0,4.0,313.0,,,2152.0,0,100.0,5,313.0,36,1427,3370.0,65593.0,1463,B,,,,,,,,,,,,,,,,,,,,
1816,20200613,MI,65836.0,733647.0,636.0,253.0,139.0,,,,44964.0,23,6013.0,0,,164,13032,81727.0,733647.0,13196,A+,,,,,,,,,,,,,,,,,,,,
1817,20200613,MN,30465.0,387245.0,390.0,191.0,,3581.0,1104.0,,25620.0,9,1314.0,24,3581.0,2,9656,,,9658,A,,,,,,,,,,,,,,,,,,,,
1818,20200613,MO,15810.0,253986.0,595.0,,69.0,,,,,7,879.0,0,,225,4436,17275.0,252506.0,4661,B,,,,,,,,,,,,,,,,,,,,
1819,20200613,MP,30.0,7906.0,,,,,,,19.0,0,2.0,0,,0,174,,,174,D,,,,,,,,,,,,,,,,,,,,
1820,20200613,MS,19348.0,194537.0,684.0,160.0,103.0,2644.0,,,13356.0,8,889.0,1,2644.0,257,-865,,,-608,A,,,,,,,,,,,,,,,,,,,,
1821,20200613,MT,588.0,57416.0,7.0,,,77.0,,,510.0,0,18.0,0,77.0,15,967,,,982,C,,,,,,,,,,,,,,,,,,,,
1822,20200613,NC,42676.0,569014.0,823.0,,,,,,23653.0,12,1104.0,0,,1427,14566,,,15993,A,,,,,,,,,,,,,,,,,,,,
1823,20200613,ND,3058.0,82815.0,35.0,,,197.0,,,2630.0,0,67.0,0,197.0,42,1667,,,1709,F,,,,,,,,,,,,,,,,,,,,
1824,20200613,NE,16513.0,117864.0,157.0,,,1067.0,,,9610.0,4,216.0,38,1067.0,198,3406,,,3604,D,,,,,,,,,,,,,,,,,,,,
1825,20200613,NH,5251.0,88705.0,76.0,,,503.0,149.0,,3843.0,7,315.0,-1,503.0,42,1997,,,2039,B,,,,,,,,,,,,,,,,,,,,
1826,20200613,NJ,166605.0,911610.0,1395.0,409.0,279.0,18707.0,,,28606.0,100,12589.0,100,18707.0,441,22378,,,22819,A+,,,,,,,,,,,,,,,,,,,,
1827,20200613,NM,9526.0,245758.0,179.0,,,1625.0,,,3983.0,0,426.0,0,1625.0,0,0,,,0,C,,,,,,,,,,,,,,,,,,,,
1828,20200613,NV,10946.0,193934.0,351.0,81.0,43.0,,,,627.0,3,478.0,0,,268,5165,,,5433,A+,,,,,,,,,,,,,,,,,,,,
1829,20200613,NY,382630.0,2489610.0,1734.0,517.0,360.0,89995.0,,,68584.0,32,24527.0,0,89995.0,916,69924,,,70840,A,,,,,,,,,,,,,,,,,,,,
1830,20200613,OH,40848.0,498050.0,516.0,230.0,152.0,6864.0,1754.0,,,46,2554.0,50,6864.0,424,14756,,,15180,B,,,,,,,,,,,,,,,,,,,,
1831,20200613,OK,8073.0,238366.0,154.0,67.0,,1111.0,,,6495.0,0,359.0,8,1111.0,225,0,9456.0,238366.0,225,A+,,,,,,,,,,,,,,,,,,,,
1832,20200613,OR,5535.0,164944.0,133.0,47.0,15.0,875.0,,,2396.0,1,174.0,0,875.0,158,4132,,,4290,A+,,,,,,,,,,,,,,,,,,,,
1833,20200613,PA,78462.0,496589.0,875.0,,192.0,,,,58061.0,49,6211.0,0,,463,8204,,,8667,A+,,,,,,,,,,,,,,,,,,,,
1834,20200613,PR,5690.0,113280.0,117.0,4.0,3.0,,,,,0,146.0,0,,154,0,2326.0,112331.0,154,C,,,,,,,,,,,,,,,,,,,,
1835,20200613,RI,16072.0,116709.0,141.0,28.0,17.0,1853.0,,,1435.0,0,833.0,0,1853.0,49,1226,22438.0,182700.0,1275,A+,,,,,,,,,,,,,,,,,,,,
1836,20200613,SC,17955.0,223951.0,523.0,,,1988.0,,,8682.0,6,599.0,0,1988.0,785,5062,24611.0,223951.0,5847,A+,,,,,,,,,,,,,,,,,,,,
1837,20200613,SD,5833.0,58680.0,85.0,,,531.0,,,4828.0,1,75.0,6,531.0,91,1417,,,1508,B,,,,,,,,,,,,,,,,,,,,
1838,20200613,TN,29541.0,571821.0,583.0,,,2073.0,,,19731.0,4,472.0,24,2073.0,415,10774,34409.0,566752.0,11189,B,,,,,,,,,,,,,,,,,,,,
1839,20200613,TX,86011.0,1174308.0,2242.0,,,,,,56535.0,18,1957.0,0,,2331,31031,,,33362,B,,,,,,,,,,,,,,,,,,,,
1840,20200613,UT,13981.0,248801.0,236.0,,,1012.0,300.0,132.0,8114.0,0,139.0,24,1012.0,404,3592,,,3996,B,,,,,,,,,,,,,,,,,,,,
1841,20200613,VA,53869.0,406124.0,959.0,295.0,142.0,8090.0,,,7131.0,7,1541.0,62,8090.0,658,8805,,,9463,A+,,,,,,,,,,,,,,,,,,,,
1842,20200613,VI,72.0,2284.0,,,,,,,64.0,0,6.0,0,,0,63,,,63,C,,,,,,,,,,,,,,,,,,,,
